DATE,CARBON_INTENSITY
2023-08-20,122.375
2023-08-21,143.20833333333334
2023-08-22,171.875
2023-08-23,239.1875
2023-08-24,230.4375
2023-08-25,214.45833333333334
2023-08-26,169.41666666666666
2023-08-27,126.66666666666667
2023-08-28,171.75
2023-08-29,173.0
2023-08-30,168.47916666666666
2023-08-31,212.6875
2023-09-01,219.125
2023-09-02,180.4375
2023-09-03,121.04166666666667
2023-09-04,167.77083333333334
2023-09-05,193.39583333333334
2023-09-06,217.8125
2023-09-07,226.64583333333334
2023-09-08,253.08333333333334
2023-09-09,199.1875
2023-09-10,207.89583333333334
2023-09-11,214.60416666666666
2023-09-12,232.29166666666666
2023-09-13,177.0625
2023-09-14,186.125
2023-09-15,193.45833333333334
2023-09-16,138.04166666666666
2023-09-17,121.5
2023-09-18,64.3125
2023-09-19,57.75
2023-09-20,68.20833333333333
2023-09-21,143.1875
2023-09-22,129.8125
2023-09-23,129.83333333333334
2023-09-24,57.583333333333336
2023-09-25,113.45833333333333
2023-09-26,144.58333333333334
2023-09-27,134.60416666666666
2023-09-28,110.72916666666667
2023-09-29,104.58333333333333
2023-09-30,160.54166666666666
2023-10-01,115.89583333333333
2023-10-02,201.22916666666666
2023-10-03,67.125
2023-10-04,81.72916666666667
2023-10-05,108.89583333333333
2023-10-06,72.9375
2023-10-07,78.66666666666667
2023-10-08,132.95833333333334
2023-10-09,204.39583333333334
2023-10-10,121.35416666666667
2023-10-11,112.97916666666667
2023-10-12,227.1875
2023-10-13,84.33333333333333
2023-10-14,63.354166666666664
2023-10-15,115.5
2023-10-16,226.97916666666666
2023-10-17,129.14583333333334
2023-10-18,61.833333333333336
2023-10-19,114.83333333333333
2023-10-20,84.04166666666667
2023-10-21,107.0
2023-10-22,167.125
2023-10-23,217.66666666666666
2023-10-24,196.375
2023-10-25,213.04166666666666
2023-10-26,195.0625
2023-10-27,174.9375
2023-10-28,95.91666666666667
2023-10-29,78.04166666666667
2023-10-30,153.58333333333334
2023-10-31,155.04166666666666
2023-11-01,71.85416666666667
2023-11-02,86.72916666666667
2023-11-03,97.1875
2023-11-04,150.10416666666666
2023-11-05,140.29166666666666
2023-11-06,119.97916666666667
2023-11-07,137.35416666666666
2023-11-08,121.39583333333333
2023-11-09,155.0625
2023-11-10,166.35416666666666
2023-11-11,181.04166666666666
2023-11-12,181.85416666666666
2023-11-13,91.75
2023-11-14,138.27083333333334
2023-11-15,170.41666666666666
2023-11-16,283.4375
2023-11-17,266.9791666666667
2023-11-18,83.70833333333333
2023-11-19,90.89583333333333
2023-11-20,177.8125
2023-11-21,211.41666666666666
2023-11-22,152.6875
2023-11-23,78.6875
2023-11-24,104.58333333333333
2023-11-25,163.83333333333334
2023-11-26,231.14583333333334
2023-11-27,197.0
2023-11-28,211.08333333333334
2023-11-29,242.58333333333334
2023-11-30,267.8958333333333
2023-12-01,283.2916666666667
2023-12-02,280.1458333333333
2023-12-03,207.54166666666666
2023-12-04,149.83333333333334
2023-12-05,200.70833333333334
2023-12-06,238.20833333333334
2023-12-07,151.64583333333334
2023-12-08,155.83333333333334
2023-12-09,63.333333333333336
2023-12-10,95.4375
2023-12-11,177.125
2023-12-12,194.72916666666666
2023-12-13,172.29166666666666
2023-12-14,203.95833333333334
2023-12-15,157.125
2023-12-16,72.5625
2023-12-17,62.354166666666664
2023-12-18,106.83333333333333
2023-12-19,113.875
2023-12-20,52.833333333333336
2023-12-21,47.6875
2023-12-22,51.729166666666664
2023-12-23,46.8125
2023-12-24,44.916666666666664
2023-12-25,56.75
2023-12-26,103.5
2023-12-27,47.375
2023-12-28,40.729166666666664
2023-12-29,54.458333333333336
2023-12-30,55.291666666666664
2023-12-31,73.27083333333333
