# Run number 14 on Tue May 21 10:40:44 2024
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 1.7798E+01    4.5861E+01    5.2879E+01    2.0662E+01    1.6457E+01    1.6550E+01    7.2056E+01    4.9413E+01    1.4222E+01    4.4071E+00    1.5686E+01    1.4841E+01    9.7204E+00   
 1.8880E+01    4.5854E+01    5.2883E+01    2.0292E+01    1.6408E+01    1.6629E+01    7.2006E+01    4.9457E+01    1.4283E+01    4.3868E+00    1.5788E+01    1.5097E+01    9.6754E+00   
 1.9967E+01    4.5872E+01    5.2901E+01    2.0163E+01    1.6524E+01    1.6673E+01    7.1987E+01    4.9501E+01    1.4343E+01    4.3868E+00    1.5707E+01    1.5036E+01    9.6979E+00   
 2.1055E+01    4.5870E+01    5.2907E+01    2.0567E+01    1.6470E+01    1.6699E+01    7.1929E+01    4.9499E+01    1.4347E+01    4.4275E+00    1.5707E+01    1.4792E+01    9.6754E+00   
 2.2144E+01    4.5847E+01    5.2914E+01    2.0905E+01    1.6508E+01    1.6762E+01    7.1930E+01    4.9521E+01    1.4381E+01    4.4275E+00    1.5666E+01    1.4890E+01    9.6754E+00   
 2.3230E+01    4.5854E+01    5.2921E+01    2.1424E+01    1.6432E+01    1.6775E+01    7.1898E+01    4.9543E+01    1.4406E+01    4.4071E+00    1.5788E+01    1.5060E+01    9.6979E+00   
 2.4311E+01    4.5856E+01    5.2928E+01    2.1436E+01    1.6490E+01    1.6804E+01    7.1901E+01    4.9554E+01    1.4404E+01    4.3868E+00    1.5666E+01    1.4816E+01    9.6302E+00   
 2.5400E+01    4.5860E+01    5.2919E+01    2.1298E+01    1.6503E+01    1.6857E+01    7.1885E+01    4.9539E+01    1.4414E+01    4.4071E+00    1.5686E+01    1.4938E+01    9.6528E+00   
 2.6487E+01    4.5842E+01    5.2906E+01    2.0618E+01    1.6481E+01    1.6880E+01    7.1860E+01    4.9549E+01    1.4425E+01    4.4275E+00    1.5666E+01    1.5279E+01    9.6979E+00   
 2.7569E+01    4.5842E+01    5.2923E+01    2.0185E+01    1.6498E+01    1.6911E+01    7.1838E+01    4.9565E+01    1.4464E+01    4.4479E+00    1.5788E+01    1.5219E+01    9.6754E+00   
 2.8662E+01    4.5849E+01    5.2901E+01    2.0168E+01    1.6538E+01    1.6958E+01    7.1843E+01    4.9597E+01    1.4512E+01    4.4071E+00    1.5686E+01    1.4792E+01    9.6754E+00   
 2.9750E+01    4.5832E+01    5.2912E+01    1.9942E+01    1.6552E+01    1.7006E+01    7.1846E+01    4.9643E+01    1.4539E+01    4.4479E+00    1.5645E+01    1.4926E+01    9.6979E+00   
 3.0839E+01    4.5857E+01    5.2925E+01    2.0039E+01    1.6621E+01    1.7051E+01    7.1835E+01    4.9664E+01    1.4598E+01    4.4479E+00    1.5747E+01    1.4890E+01    9.6979E+00   
 3.1952E+01    4.5852E+01    5.2951E+01    1.9915E+01    1.6612E+01    1.7066E+01    7.1816E+01    4.9695E+01    1.4608E+01    4.4479E+00    1.5686E+01    1.5292E+01    9.6979E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 3.3040E+01    4.5864E+01    5.2967E+01    2.0074E+01    1.6673E+01    1.7099E+01    7.1786E+01    4.9686E+01    1.4625E+01    4.4479E+00    1.5707E+01    1.4829E+01    9.6528E+00   
 3.4127E+01    4.5849E+01    5.2959E+01    2.0647E+01    1.6696E+01    1.7090E+01    7.1762E+01    4.9712E+01    1.4661E+01    4.4479E+00    1.5727E+01    1.4829E+01    9.6528E+00   
 3.5279E+01    4.5863E+01    5.2965E+01    2.0579E+01    1.6684E+01    1.7073E+01    7.1735E+01    4.9705E+01    1.4708E+01    4.4479E+00    1.5747E+01    1.4829E+01    9.6754E+00   
 3.6360E+01    4.5857E+01    5.2967E+01    2.0461E+01    1.6624E+01    1.7063E+01    7.1715E+01    4.9707E+01    1.4731E+01    4.4479E+00    1.5707E+01    1.5024E+01    9.5847E+00   
 3.7464E+01    4.5865E+01    5.2980E+01    2.0343E+01    1.6638E+01    1.7051E+01    7.1706E+01    4.9723E+01    1.4776E+01    4.4479E+00    1.5686E+01    1.5304E+01    9.6754E+00   
 3.8545E+01    4.5858E+01    5.2976E+01    2.1196E+01    1.6636E+01    1.6998E+01    7.1681E+01    4.9728E+01    1.4796E+01    4.4683E+00    1.5768E+01    1.4865E+01    9.6528E+00   
 3.9621E+01    4.5855E+01    5.2978E+01    2.1224E+01    1.6653E+01    1.6933E+01    7.1676E+01    4.9751E+01    1.4843E+01    4.4886E+00    1.5747E+01    1.4853E+01    9.6528E+00   
 4.0697E+01    4.5867E+01    5.2983E+01    2.1125E+01    1.6742E+01    1.6883E+01    7.1685E+01    4.9735E+01    1.4899E+01    4.4683E+00    1.5707E+01    1.4853E+01    9.6528E+00   
 4.1787E+01    4.5875E+01    5.3002E+01    2.0931E+01    1.6754E+01    1.6801E+01    7.1692E+01    4.9760E+01    1.4941E+01    4.4886E+00    1.5727E+01    1.5145E+01    9.6528E+00   
 4.2872E+01    4.5883E+01    5.3019E+01    2.1025E+01    1.6792E+01    1.6644E+01    7.1745E+01    4.9759E+01    1.4988E+01    4.4886E+00    1.5666E+01    1.5255E+01    9.6754E+00   
 4.3954E+01    4.5871E+01    5.3018E+01    2.0448E+01    1.6840E+01    1.6547E+01    7.1743E+01    4.9762E+01    1.5009E+01    4.4886E+00    1.5829E+01    1.5304E+01    9.6528E+00   
 4.5043E+01    4.5871E+01    5.3033E+01    2.0413E+01    1.6873E+01    1.6396E+01    7.1733E+01    4.9779E+01    1.5062E+01    4.4886E+00    1.5707E+01    1.4877E+01    9.6754E+00   
 4.6131E+01    4.5867E+01    5.3029E+01    2.0969E+01    1.6814E+01    1.6209E+01    7.1717E+01    4.9760E+01    1.5048E+01    4.5090E+00    1.5707E+01    1.5133E+01    9.6528E+00   
 4.7218E+01    4.5856E+01    5.3024E+01    2.1138E+01    1.6819E+01    1.6008E+01    7.1692E+01    4.9786E+01    1.5077E+01    4.5294E+00    1.5809E+01    1.5292E+01    9.6528E+00   
 4.8306E+01    4.5844E+01    5.3030E+01    2.1681E+01    1.6838E+01    1.5872E+01    7.1728E+01    4.9798E+01    1.5108E+01    4.5294E+00    1.5686E+01    1.4950E+01    9.6979E+00   
 4.9396E+01    4.5840E+01    5.3022E+01    2.1734E+01    1.6865E+01    1.5602E+01    7.1775E+01    4.9814E+01    1.5106E+01    4.5294E+00    1.5788E+01    1.4890E+01    9.6754E+00   
 5.0484E+01    4.5832E+01    5.3034E+01    2.0930E+01    1.6811E+01    1.5280E+01    7.1798E+01    4.9802E+01    1.5144E+01    4.5294E+00    1.5849E+01    1.4890E+01    9.6528E+00   
 5.1569E+01    4.5850E+01    5.3046E+01    2.0438E+01    1.6863E+01    1.4880E+01    7.1811E+01    4.9834E+01    1.5136E+01    4.5294E+00    1.5809E+01    1.5279E+01    9.7204E+00   
 5.2651E+01    4.5836E+01    5.3052E+01    2.0412E+01    1.6873E+01    1.4675E+01    7.1834E+01    4.9806E+01    1.5136E+01    4.5498E+00    1.5727E+01    1.4950E+01    9.7204E+00   
 5.3740E+01    4.5849E+01    5.3065E+01    2.0400E+01    1.6892E+01    1.4321E+01    7.1846E+01    4.9770E+01    1.5118E+01    4.5498E+00    1.5849E+01    1.4914E+01    9.7204E+00   
 5.4828E+01    4.5849E+01    5.3073E+01    2.1192E+01    1.6855E+01    1.4050E+01    7.1883E+01    4.9729E+01    1.5078E+01    4.5294E+00    1.5870E+01    1.5072E+01    9.6979E+00   
 5.5916E+01    4.5856E+01    5.3095E+01    2.1848E+01    1.6865E+01    1.3919E+01    7.1917E+01    4.9703E+01    1.5073E+01    4.5090E+00    1.5809E+01    1.5048E+01    9.6754E+00   
 5.7002E+01    4.5852E+01    5.3114E+01    2.1771E+01    1.6781E+01    1.3666E+01    7.1924E+01    4.9666E+01    1.5011E+01    4.5090E+00    1.5768E+01    1.5389E+01    9.6754E+00   
 5.8091E+01    4.5860E+01    5.3131E+01    2.1192E+01    1.6900E+01    1.3474E+01    7.1930E+01    4.9556E+01    1.4972E+01    4.5090E+00    1.5931E+01    1.5072E+01    9.6979E+00   
 5.9179E+01    4.5861E+01    5.3139E+01    2.0857E+01    1.6904E+01    1.3296E+01    7.1924E+01    4.9503E+01    1.4923E+01    4.4886E+00    1.5768E+01    1.5304E+01    9.6754E+00   
 6.0274E+01    4.5853E+01    5.3151E+01    2.0945E+01    1.6791E+01    1.3231E+01    7.1890E+01    4.9404E+01    1.4846E+01    4.4683E+00    1.5972E+01    1.5194E+01    9.6528E+00   
 6.1362E+01    4.5873E+01    5.3179E+01    2.0929E+01    1.6838E+01    1.3097E+01    7.1879E+01    4.9313E+01    1.4822E+01    4.4275E+00    1.5849E+01    1.4902E+01    9.6528E+00   
 6.2452E+01    4.5852E+01    5.3186E+01    2.0405E+01    1.6813E+01    1.2982E+01    7.1883E+01    4.9229E+01    1.4753E+01    4.4275E+00    1.5829E+01    1.5011E+01    9.6754E+00   
 6.3540E+01    4.5858E+01    5.3187E+01    2.0469E+01    1.6804E+01    1.2846E+01    7.1855E+01    4.9151E+01    1.4673E+01    4.4275E+00    1.5951E+01    1.5243E+01    9.6528E+00   
 6.4627E+01    4.5859E+01    5.3197E+01    2.0816E+01    1.6677E+01    1.2790E+01    7.1803E+01    4.9034E+01    1.4615E+01    4.3868E+00    1.5890E+01    1.4877E+01    9.6075E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 6.5715E+01    4.5860E+01    5.3199E+01    2.0500E+01    1.6681E+01    1.2677E+01    7.1734E+01    4.8909E+01    1.4577E+01    4.4275E+00    1.5788E+01    1.5097E+01    9.6302E+00   
 6.6804E+01    4.5877E+01    5.3192E+01    2.0212E+01    1.6721E+01    1.2587E+01    7.1710E+01    4.8811E+01    1.4511E+01    4.4275E+00    1.5911E+01    1.5304E+01    9.6754E+00   
 6.7892E+01    4.5868E+01    5.3204E+01    2.0073E+01    1.6733E+01    1.2556E+01    7.1661E+01    4.8757E+01    1.4470E+01    4.4071E+00    1.5890E+01    1.4902E+01    9.6979E+00   
 6.9021E+01    4.5880E+01    5.3216E+01    2.0116E+01    1.6660E+01    1.2464E+01    7.1605E+01    4.8604E+01    1.4409E+01    4.4071E+00    1.5951E+01    1.5255E+01    9.6528E+00   
 7.0116E+01    4.5860E+01    5.3215E+01    2.0310E+01    1.6557E+01    1.2367E+01    7.1582E+01    4.8447E+01    1.4359E+01    4.4071E+00    1.5870E+01    1.5353E+01    9.6754E+00   
 7.1230E+01    4.5865E+01    5.3221E+01    2.0010E+01    1.6594E+01    1.2269E+01    7.1573E+01    4.8306E+01    1.4244E+01    4.3664E+00    1.5890E+01    1.5121E+01    9.6528E+00   
 7.2321E+01    4.5863E+01    5.3221E+01    2.0102E+01    1.6449E+01    1.2232E+01    7.1601E+01    4.8256E+01    1.4170E+01    4.3868E+00    1.5870E+01    1.5145E+01    9.6528E+00   
 7.3409E+01    4.5856E+01    5.3195E+01    1.9994E+01    1.6304E+01    1.2246E+01    7.1658E+01    4.8128E+01    1.4107E+01    4.3664E+00    1.5992E+01    1.4865E+01    9.6302E+00   
 7.4478E+01    4.5864E+01    5.3205E+01    2.0187E+01    1.6325E+01    1.2314E+01    7.1682E+01    4.8007E+01    1.4087E+01    4.3664E+00    1.5931E+01    1.4999E+01    9.6979E+00   
 7.5582E+01    4.5879E+01    5.3195E+01    2.0147E+01    1.6324E+01    1.2415E+01    7.1712E+01    4.7890E+01    1.4021E+01    4.3664E+00    1.5951E+01    1.5353E+01    9.6979E+00   
 7.6670E+01    4.5885E+01    5.3217E+01    2.0126E+01    1.6254E+01    1.2464E+01    7.1763E+01    4.7858E+01    1.3938E+01    4.3053E+00    1.5768E+01    1.5292E+01    9.6754E+00   
 7.7760E+01    4.5876E+01    5.3193E+01    2.0024E+01    1.6227E+01    1.2596E+01    7.1833E+01    4.7747E+01    1.3875E+01    4.3257E+00    1.5870E+01    1.4865E+01    9.6528E+00   
 7.8847E+01    4.5886E+01    5.3181E+01    2.0131E+01    1.6148E+01    1.2759E+01    7.1874E+01    4.7673E+01    1.3862E+01    4.3053E+00    1.5931E+01    1.5255E+01    9.6754E+00   
 7.9935E+01    4.5876E+01    5.3186E+01    1.9817E+01    1.6148E+01    1.2937E+01    7.1939E+01    4.7652E+01    1.3801E+01    4.3257E+00    1.5809E+01    1.4792E+01    9.6528E+00   
 8.1024E+01    4.5879E+01    5.3154E+01    2.0013E+01    1.6165E+01    1.3035E+01    7.2018E+01    4.7661E+01    1.3739E+01    4.3053E+00    1.5809E+01    1.4841E+01    9.6754E+00   
 8.2104E+01    4.5863E+01    5.3114E+01    2.0857E+01    1.6141E+01    1.3243E+01    7.2069E+01    4.7635E+01    1.3746E+01    4.3053E+00    1.5788E+01    1.5255E+01    9.6979E+00   
 8.3184E+01    4.5882E+01    5.3100E+01    2.1177E+01    1.6032E+01    1.3435E+01    7.2135E+01    4.7680E+01    1.3713E+01    4.2645E+00    1.5768E+01    1.4902E+01    9.6754E+00   
 8.4264E+01    4.5877E+01    5.3068E+01    2.1488E+01    1.6159E+01    1.3622E+01    7.2188E+01    4.7688E+01    1.3691E+01    4.2849E+00    1.5666E+01    1.4975E+01    9.6754E+00   
 8.5359E+01    4.5899E+01    5.3055E+01    2.1529E+01    1.5994E+01    1.3719E+01    7.2245E+01    4.7701E+01    1.3698E+01    4.2442E+00    1.5809E+01    1.4926E+01    9.6754E+00   
 8.6449E+01    4.5903E+01    5.3029E+01    2.2085E+01    1.6036E+01    1.3908E+01    7.2276E+01    4.7762E+01    1.3709E+01    4.2645E+00    1.5666E+01    1.4938E+01    9.6754E+00   
 8.7536E+01    4.5905E+01    5.3023E+01    2.2079E+01    1.6052E+01    1.4081E+01    7.2310E+01    4.7843E+01    1.3718E+01    4.2442E+00    1.5625E+01    1.4950E+01    9.6754E+00   
 8.8624E+01    4.5905E+01    5.2968E+01    2.2332E+01    1.6049E+01    1.4152E+01    7.2345E+01    4.7888E+01    1.3722E+01    4.2645E+00    1.5788E+01    1.5048E+01    9.6979E+00   
 8.9720E+01    4.5900E+01    5.2944E+01    2.2390E+01    1.6056E+01    1.4325E+01    7.2351E+01    4.7935E+01    1.3731E+01    4.2645E+00    1.5564E+01    1.4975E+01    9.6302E+00   
 9.0810E+01    4.5907E+01    5.2925E+01    2.2227E+01    1.6007E+01    1.4476E+01    7.2350E+01    4.8042E+01    1.3736E+01    4.2442E+00    1.5747E+01    1.4780E+01    9.6302E+00   
 9.1903E+01    4.5897E+01    5.2895E+01    2.1802E+01    1.5925E+01    1.4637E+01    7.2324E+01    4.8139E+01    1.3749E+01    4.2645E+00    1.5645E+01    1.5206E+01    9.6754E+00   
 9.2999E+01    4.5876E+01    5.2900E+01    2.1560E+01    1.6017E+01    1.4724E+01    7.2286E+01    4.8223E+01    1.3787E+01    4.2442E+00    1.5645E+01    1.4695E+01    9.6528E+00   
 9.4096E+01    4.5900E+01    5.2902E+01    2.1409E+01    1.6032E+01    1.4870E+01    7.2240E+01    4.8296E+01    1.3792E+01    4.2442E+00    1.5645E+01    1.5072E+01    9.6754E+00   
 9.5192E+01    4.5886E+01    5.2894E+01    2.1374E+01    1.6081E+01    1.5014E+01    7.2223E+01    4.8423E+01    1.3812E+01    4.2645E+00    1.5564E+01    1.4792E+01    9.6754E+00   
 9.6303E+01    4.5894E+01    5.2894E+01    2.0941E+01    1.6043E+01    1.5131E+01    7.2198E+01    4.8527E+01    1.3869E+01    4.2849E+00    1.5747E+01    1.4756E+01    9.6528E+00   
 9.7392E+01    4.5899E+01    5.2892E+01    2.0852E+01    1.6021E+01    1.5197E+01    7.2188E+01    4.8559E+01    1.3875E+01    4.2849E+00    1.5625E+01    1.4780E+01    9.6302E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 9.8544E+01    4.5898E+01    5.2867E+01    2.0919E+01    1.6179E+01    1.5335E+01    7.2201E+01    4.8690E+01    1.3906E+01    4.2645E+00    1.5666E+01    1.4877E+01    9.6754E+00   
 9.9641E+01    4.5899E+01    5.2864E+01    2.1162E+01    1.6198E+01    1.5478E+01    7.2216E+01    4.8805E+01    1.3919E+01    4.2645E+00    1.5666E+01    1.4743E+01    9.6528E+00   
 1.0073E+02    4.5914E+01    5.2884E+01    2.1583E+01    1.6195E+01    1.5574E+01    7.2220E+01    4.8873E+01    1.3917E+01    4.2849E+00    1.5584E+01    1.4719E+01    9.6528E+00   
 1.0181E+02    4.5919E+01    5.2863E+01    2.1562E+01    1.6285E+01    1.5615E+01    7.2186E+01    4.8928E+01    1.3931E+01    4.2849E+00    1.5564E+01    1.4926E+01    9.6754E+00   
 1.0289E+02    4.5926E+01    5.2863E+01    2.1544E+01    1.6237E+01    1.5713E+01    7.2168E+01    4.9008E+01    1.3947E+01    4.2849E+00    1.5625E+01    1.5109E+01    9.6754E+00   
 1.0397E+02    4.5926E+01    5.2853E+01    2.1892E+01    1.6305E+01    1.5822E+01    7.2150E+01    4.9088E+01    1.3968E+01    4.2849E+00    1.5584E+01    1.5121E+01    9.6754E+00   
 1.0505E+02    4.5928E+01    5.2837E+01    2.1864E+01    1.6329E+01    1.5921E+01    7.2161E+01    4.9129E+01    1.4012E+01    4.3053E+00    1.5686E+01    1.4975E+01    9.6754E+00   
 1.0614E+02    4.5934E+01    5.2862E+01    2.1596E+01    1.6327E+01    1.6000E+01    7.2190E+01    4.9223E+01    1.4047E+01    4.3053E+00    1.5605E+01    1.4999E+01    9.6528E+00   
 1.0722E+02    4.5927E+01    5.2852E+01    2.1302E+01    1.6429E+01    1.6065E+01    7.2207E+01    4.9271E+01    1.4049E+01    4.3053E+00    1.5707E+01    1.4841E+01    9.6979E+00   
 1.0831E+02    4.5953E+01    5.2882E+01    2.1414E+01    1.6418E+01    1.6155E+01    7.2233E+01    4.9324E+01    1.4078E+01    4.3257E+00    1.5625E+01    1.4877E+01    9.6528E+00   
 1.0940E+02    4.5957E+01    5.2889E+01    2.1491E+01    1.6479E+01    1.6194E+01    7.2266E+01    4.9354E+01    1.4128E+01    4.3460E+00    1.5605E+01    1.5194E+01    9.6754E+00   
 1.1048E+02    4.5923E+01    5.2880E+01    2.1199E+01    1.6439E+01    1.6265E+01    7.2287E+01    4.9398E+01    1.4165E+01    4.3460E+00    1.5605E+01    1.4890E+01    9.6754E+00   
 1.1156E+02    4.5933E+01    5.2867E+01    2.0786E+01    1.6506E+01    1.6347E+01    7.2296E+01    4.9429E+01    1.4169E+01    4.3664E+00    1.5686E+01    1.4780E+01    9.6979E+00   
 1.1264E+02    4.5922E+01    5.2864E+01    2.0539E+01    1.6486E+01    1.6399E+01    7.2338E+01    4.9455E+01    1.4239E+01    4.3664E+00    1.5645E+01    1.4768E+01    9.6979E+00   
 1.1372E+02    4.5918E+01    5.2866E+01    2.0549E+01    1.6488E+01    1.6440E+01    7.2362E+01    4.9488E+01    1.4276E+01    4.3868E+00    1.5584E+01    1.5219E+01    9.6979E+00   
 1.1481E+02    4.5914E+01    5.2889E+01    2.0478E+01    1.6514E+01    1.6500E+01    7.2359E+01    4.9524E+01    1.4290E+01    4.3664E+00    1.5768E+01    1.4756E+01    9.6979E+00   
 1.1590E+02    4.5925E+01    5.2903E+01    2.0439E+01    1.6556E+01    1.6561E+01    7.2374E+01    4.9528E+01    1.4278E+01    4.3664E+00    1.5686E+01    1.4853E+01    9.6528E+00   
 1.1699E+02    4.5938E+01    5.2921E+01    2.0437E+01    1.6557E+01    1.6618E+01    7.2405E+01    4.9533E+01    1.4340E+01    4.3868E+00    1.5605E+01    1.5182E+01    9.6979E+00   
 1.1808E+02    4.5975E+01    5.2938E+01    2.0575E+01    1.6500E+01    1.6652E+01    7.2411E+01    4.9557E+01    1.4350E+01    4.4071E+00    1.5605E+01    1.4792E+01    9.6979E+00   
 1.1916E+02    4.5979E+01    5.2974E+01    2.0520E+01    1.6558E+01    1.6717E+01    7.2416E+01    4.9585E+01    1.4352E+01    4.4071E+00    1.5645E+01    1.4768E+01    9.6979E+00   
 1.2024E+02    4.5985E+01    5.2980E+01    2.0386E+01    1.6608E+01    1.6743E+01    7.2406E+01    4.9585E+01    1.4364E+01    4.4071E+00    1.5686E+01    1.4999E+01    9.6754E+00   
 1.2132E+02    4.5993E+01    5.2985E+01    2.0959E+01    1.6625E+01    1.6772E+01    7.2402E+01    4.9573E+01    1.4398E+01    4.3868E+00    1.5707E+01    1.5024E+01    9.6979E+00   
 1.2242E+02    4.5963E+01    5.2976E+01    2.1071E+01    1.6608E+01    1.6795E+01    7.2381E+01    4.9605E+01    1.4416E+01    4.3868E+00    1.5768E+01    1.4768E+01    9.6979E+00   
 1.2351E+02    4.5962E+01    5.2984E+01    2.1241E+01    1.6645E+01    1.6841E+01    7.2361E+01    4.9622E+01    1.4393E+01    4.4071E+00    1.5645E+01    1.5206E+01    9.6979E+00   
 1.2461E+02    4.5955E+01    5.2969E+01    2.1016E+01    1.6626E+01    1.6839E+01    7.2372E+01    4.9584E+01    1.4430E+01    4.4479E+00    1.5686E+01    1.5145E+01    9.7204E+00   
 1.2572E+02    4.5932E+01    5.2944E+01    2.1040E+01    1.6580E+01    1.6866E+01    7.2362E+01    4.9594E+01    1.4430E+01    4.4275E+00    1.5768E+01    1.5060E+01    9.6754E+00   
 1.2680E+02    4.5950E+01    5.2975E+01    2.0943E+01    1.6677E+01    1.6907E+01    7.2363E+01    4.9598E+01    1.4491E+01    4.4479E+00    1.5849E+01    1.4829E+01    9.6528E+00   
 1.2792E+02    4.5947E+01    5.2967E+01    2.0533E+01    1.6727E+01    1.6962E+01    7.2357E+01    4.9661E+01    1.4542E+01    4.4479E+00    1.5768E+01    1.4865E+01    9.6754E+00   
 1.2901E+02    4.5969E+01    5.2988E+01    2.0741E+01    1.6716E+01    1.6992E+01    7.2346E+01    4.9665E+01    1.4560E+01    4.4479E+00    1.5686E+01    1.4841E+01    9.7204E+00   
 1.3010E+02    4.5944E+01    5.2991E+01    2.0910E+01    1.6734E+01    1.7016E+01    7.2338E+01    4.9692E+01    1.4602E+01    4.4683E+00    1.5707E+01    1.5255E+01    9.6754E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 1.3118E+02    4.5947E+01    5.3002E+01    2.1047E+01    1.6650E+01    1.7031E+01    7.2303E+01    4.9692E+01    1.4634E+01    4.4479E+00    1.5768E+01    1.4816E+01    9.6754E+00   
 1.3227E+02    4.5916E+01    5.3001E+01    2.1212E+01    1.6677E+01    1.7045E+01    7.2285E+01    4.9705E+01    1.4660E+01    4.4683E+00    1.5747E+01    1.5328E+01    9.6528E+00   
 1.3336E+02    4.5899E+01    5.2975E+01    2.0840E+01    1.6708E+01    1.7054E+01    7.2306E+01    4.9727E+01    1.4699E+01    4.4886E+00    1.5747E+01    1.5024E+01    9.6979E+00   
 1.3444E+02    4.5926E+01    5.2999E+01    2.1022E+01    1.6758E+01    1.7060E+01    7.2296E+01    4.9726E+01    1.4759E+01    4.4479E+00    1.5666E+01    1.4853E+01    9.6754E+00   
 1.3553E+02    4.5907E+01    5.3020E+01    2.1002E+01    1.6758E+01    1.7025E+01    7.2239E+01    4.9748E+01    1.4779E+01    4.4275E+00    1.5747E+01    1.5340E+01    9.6979E+00   
 1.3662E+02    4.5930E+01    5.3024E+01    2.0474E+01    1.6735E+01    1.7015E+01    7.2241E+01    4.9748E+01    1.4844E+01    4.4479E+00    1.5686E+01    1.4902E+01    9.6754E+00   
