# Run number 27 on Tue May 21 12:32:10 2024
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 1.1247E+01    4.8258E+01    5.4320E+01    2.0396E+01    1.6283E+01    1.5974E+01    7.4958E+01    5.0480E+01    1.3780E+01    4.2849E+00    1.6298E+01    1.5170E+01    1.2715E+01   
 1.2342E+01    4.8275E+01    5.4326E+01    2.0421E+01    1.6314E+01    1.6017E+01    7.4918E+01    5.0551E+01    1.3792E+01    4.3053E+00    1.6278E+01    1.5535E+01    1.2715E+01   
 1.3431E+01    4.8277E+01    5.4342E+01    2.0540E+01    1.6376E+01    1.6100E+01    7.4873E+01    5.0652E+01    1.3830E+01    4.3257E+00    1.6339E+01    1.5462E+01    1.2687E+01   
 1.4521E+01    4.8273E+01    5.4341E+01    2.0131E+01    1.6322E+01    1.6194E+01    7.4863E+01    5.0691E+01    1.3903E+01    4.3460E+00    1.6318E+01    1.5182E+01    1.2744E+01   
 1.5614E+01    4.8282E+01    5.4369E+01    2.0172E+01    1.6377E+01    1.6304E+01    7.4843E+01    5.0802E+01    1.3976E+01    4.3257E+00    1.6278E+01    1.5206E+01    1.2744E+01   
 1.6702E+01    4.8261E+01    5.4342E+01    1.9901E+01    1.6399E+01    1.6339E+01    7.4887E+01    5.0857E+01    1.4000E+01    4.3868E+00    1.6257E+01    1.5511E+01    1.2744E+01   
 1.7792E+01    4.8272E+01    5.4350E+01    1.9930E+01    1.6511E+01    1.6423E+01    7.4919E+01    5.0898E+01    1.4048E+01    4.3868E+00    1.6318E+01    1.5085E+01    1.2687E+01   
 1.8880E+01    4.8261E+01    5.4357E+01    1.9893E+01    1.6525E+01    1.6526E+01    7.4973E+01    5.0928E+01    1.4103E+01    4.3868E+00    1.6339E+01    1.5548E+01    1.2629E+01   
 1.9967E+01    4.8254E+01    5.4360E+01    1.9867E+01    1.6544E+01    1.6556E+01    7.4971E+01    5.0992E+01    1.4116E+01    4.3868E+00    1.6339E+01    1.5596E+01    1.2658E+01   
 2.1049E+01    4.8270E+01    5.4378E+01    1.9891E+01    1.6493E+01    1.6655E+01    7.4962E+01    5.1033E+01    1.4209E+01    4.3664E+00    1.6318E+01    1.5194E+01    1.2658E+01   
 2.2136E+01    4.8287E+01    5.4404E+01    1.9889E+01    1.6689E+01    1.6724E+01    7.4944E+01    5.1053E+01    1.4274E+01    4.4071E+00    1.6257E+01    1.5474E+01    1.2715E+01   
 2.3224E+01    4.8266E+01    5.4412E+01    1.9837E+01    1.6635E+01    1.6795E+01    7.4892E+01    5.1097E+01    1.4332E+01    4.4071E+00    1.6278E+01    1.5231E+01    1.2772E+01   
 2.4312E+01    4.8267E+01    5.4405E+01    1.9833E+01    1.6556E+01    1.6811E+01    7.4853E+01    5.1075E+01    1.4344E+01    4.4275E+00    1.6441E+01    1.5499E+01    1.2715E+01   
 2.5400E+01    4.8253E+01    5.4428E+01    1.9833E+01    1.6560E+01    1.6880E+01    7.4801E+01    5.1078E+01    1.4409E+01    4.4071E+00    1.6339E+01    1.5596E+01    1.2687E+01   
 2.6483E+01    4.8231E+01    5.4416E+01    1.9818E+01    1.6554E+01    1.6959E+01    7.4809E+01    5.1119E+01    1.4466E+01    4.4071E+00    1.6318E+01    1.5219E+01    1.2744E+01   
 2.7571E+01    4.8237E+01    5.4424E+01    1.9837E+01    1.6535E+01    1.6995E+01    7.4754E+01    5.1142E+01    1.4507E+01    4.4071E+00    1.6298E+01    1.5279E+01    1.2687E+01   
 2.8656E+01    4.8223E+01    5.4429E+01    1.9834E+01    1.6632E+01    1.7034E+01    7.4715E+01    5.1136E+01    1.4522E+01    4.4683E+00    1.6318E+01    1.5279E+01    1.2715E+01   
 2.9744E+01    4.8225E+01    5.4434E+01    1.9858E+01    1.6659E+01    1.7091E+01    7.4734E+01    5.1187E+01    1.4563E+01    4.4479E+00    1.6216E+01    1.5608E+01    1.2772E+01   
 3.0834E+01    4.8239E+01    5.4447E+01    1.9940E+01    1.6618E+01    1.7126E+01    7.4704E+01    5.1159E+01    1.4554E+01    4.4479E+00    1.6380E+01    1.5145E+01    1.2744E+01   
 3.1922E+01    4.8236E+01    5.4448E+01    1.9933E+01    1.6610E+01    1.7132E+01    7.4745E+01    5.1157E+01    1.4604E+01    4.4683E+00    1.6298E+01    1.5523E+01    1.2687E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 3.3018E+01    4.8235E+01    5.4458E+01    1.9911E+01    1.6708E+01    1.7204E+01    7.4826E+01    5.1181E+01    1.4623E+01    4.4683E+00    1.6339E+01    1.5523E+01    1.2715E+01   
 3.4121E+01    4.8239E+01    5.4453E+01    1.9898E+01    1.6700E+01    1.7243E+01    7.4874E+01    5.1216E+01    1.4657E+01    4.4683E+00    1.6380E+01    1.5182E+01    1.2744E+01   
 3.5259E+01    4.8228E+01    5.4451E+01    1.9897E+01    1.6684E+01    1.7298E+01    7.4949E+01    5.1219E+01    1.4718E+01    4.4886E+00    1.6298E+01    1.5231E+01    1.2744E+01   
 3.6342E+01    4.8237E+01    5.4458E+01    1.9876E+01    1.6712E+01    1.7308E+01    7.4992E+01    5.1229E+01    1.4760E+01    4.4479E+00    1.6359E+01    1.5462E+01    1.2715E+01   
 3.7419E+01    4.8237E+01    5.4469E+01    1.9865E+01    1.6732E+01    1.7327E+01    7.4955E+01    5.1243E+01    1.4779E+01    4.4683E+00    1.6298E+01    1.5682E+01    1.2687E+01   
 3.8514E+01    4.8227E+01    5.4472E+01    1.9852E+01    1.6763E+01    1.7361E+01    7.4933E+01    5.1296E+01    1.4825E+01    4.4683E+00    1.6339E+01    1.5718E+01    1.2715E+01   
 3.9604E+01    4.8231E+01    5.4483E+01    1.9856E+01    1.6767E+01    1.7373E+01    7.4899E+01    5.1284E+01    1.4862E+01    4.4683E+00    1.6318E+01    1.5499E+01    1.2715E+01   
 4.0707E+01    4.8232E+01    5.4470E+01    1.9837E+01    1.6694E+01    1.7384E+01    7.4836E+01    5.1310E+01    1.4870E+01    4.4683E+00    1.6278E+01    1.5706E+01    1.2772E+01   
 4.1789E+01    4.8219E+01    5.4481E+01    1.9823E+01    1.6719E+01    1.7383E+01    7.4796E+01    5.1299E+01    1.4909E+01    4.4886E+00    1.6298E+01    1.5694E+01    1.2800E+01   
 4.2874E+01    4.8217E+01    5.4487E+01    1.9783E+01    1.6792E+01    1.7367E+01    7.4766E+01    5.1308E+01    1.4969E+01    4.4683E+00    1.6278E+01    1.5511E+01    1.2744E+01   
 4.3956E+01    4.8235E+01    5.4514E+01    1.9795E+01    1.6849E+01    1.7330E+01    7.4739E+01    5.1347E+01    1.4995E+01    4.5090E+00    1.6318E+01    1.5718E+01    1.2800E+01   
 4.5037E+01    4.8236E+01    5.4522E+01    1.9795E+01    1.6860E+01    1.7295E+01    7.4701E+01    5.1404E+01    1.5019E+01    4.4886E+00    1.6318E+01    1.5426E+01    1.2687E+01   
 4.6118E+01    4.8211E+01    5.4488E+01    1.9872E+01    1.6842E+01    1.7214E+01    7.4707E+01    5.1415E+01    1.5069E+01    4.4886E+00    1.6400E+01    1.5487E+01    1.2772E+01   
 4.7203E+01    4.8192E+01    5.4483E+01    1.9811E+01    1.6810E+01    1.7111E+01    7.4687E+01    5.1405E+01    1.5105E+01    4.5090E+00    1.6339E+01    1.5694E+01    1.2772E+01   
 4.8285E+01    4.8190E+01    5.4475E+01    1.9772E+01    1.6891E+01    1.7046E+01    7.4686E+01    5.1391E+01    1.5138E+01    4.4886E+00    1.6380E+01    1.5474E+01    1.2800E+01   
 4.9366E+01    4.8202E+01    5.4499E+01    1.9759E+01    1.6836E+01    1.6871E+01    7.4690E+01    5.1422E+01    1.5160E+01    4.5090E+00    1.6380E+01    1.5219E+01    1.2715E+01   
 5.0446E+01    4.8220E+01    5.4514E+01    1.9743E+01    1.6927E+01    1.6571E+01    7.4650E+01    5.1409E+01    1.5177E+01    4.4886E+00    1.6400E+01    1.5231E+01    1.2687E+01   
 5.1531E+01    4.8211E+01    5.4519E+01    1.9762E+01    1.6920E+01    1.6043E+01    7.4604E+01    5.1412E+01    1.5194E+01    4.5294E+00    1.6400E+01    1.5401E+01    1.2829E+01   
 5.2613E+01    4.8208E+01    5.4501E+01    1.9745E+01    1.6817E+01    1.5662E+01    7.4570E+01    5.1377E+01    1.5190E+01    4.5090E+00    1.6420E+01    1.5755E+01    1.2744E+01   
 5.3701E+01    4.8188E+01    5.4486E+01    1.9744E+01    1.6880E+01    1.5124E+01    7.4529E+01    5.1366E+01    1.5194E+01    4.5090E+00    1.6380E+01    1.5596E+01    1.2744E+01   
 5.4783E+01    4.8185E+01    5.4501E+01    1.9773E+01    1.6919E+01    1.4723E+01    7.4504E+01    5.1344E+01    1.5196E+01    4.5294E+00    1.6380E+01    1.5779E+01    1.2744E+01   
 5.5876E+01    4.8148E+01    5.4481E+01    1.9777E+01    1.6855E+01    1.4548E+01    7.4485E+01    5.1295E+01    1.5166E+01    4.5090E+00    1.6339E+01    1.5584E+01    1.2772E+01   
 5.6958E+01    4.8153E+01    5.4513E+01    1.9770E+01    1.6895E+01    1.4235E+01    7.4474E+01    5.1218E+01    1.5136E+01    4.4886E+00    1.6380E+01    1.5219E+01    1.2715E+01   
 5.8045E+01    4.8169E+01    5.4540E+01    1.9776E+01    1.6890E+01    1.3990E+01    7.4464E+01    5.1130E+01    1.5096E+01    4.4886E+00    1.6461E+01    1.5755E+01    1.2715E+01   
 5.9134E+01    4.8145E+01    5.4533E+01    1.9732E+01    1.6910E+01    1.3745E+01    7.4488E+01    5.1104E+01    1.5010E+01    4.4683E+00    1.6441E+01    1.5438E+01    1.2715E+01   
 6.0229E+01    4.8155E+01    5.4555E+01    1.9799E+01    1.6784E+01    1.3649E+01    7.4517E+01    5.0972E+01    1.4918E+01    4.4683E+00    1.6441E+01    1.5243E+01    1.2772E+01   
 6.1311E+01    4.8167E+01    5.4593E+01    1.9850E+01    1.6679E+01    1.3469E+01    7.4550E+01    5.0844E+01    1.4867E+01    4.4275E+00    1.6441E+01    1.5292E+01    1.2715E+01   
 6.2398E+01    4.8179E+01    5.4626E+01    1.9867E+01    1.6665E+01    1.3285E+01    7.4568E+01    5.0773E+01    1.4795E+01    4.4479E+00    1.6441E+01    1.5462E+01    1.2687E+01   
 6.3480E+01    4.8204E+01    5.4645E+01    1.9994E+01    1.6738E+01    1.3107E+01    7.4587E+01    5.0635E+01    1.4701E+01    4.4479E+00    1.6441E+01    1.5523E+01    1.2687E+01   
 6.4565E+01    4.8197E+01    5.4667E+01    1.9879E+01    1.6709E+01    1.3028E+01    7.4568E+01    5.0500E+01    1.4653E+01    4.4275E+00    1.6420E+01    1.5292E+01    1.2658E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 6.5653E+01    4.8185E+01    5.4640E+01    1.9837E+01    1.6620E+01    1.2908E+01    7.4548E+01    5.0338E+01    1.4568E+01    4.4479E+00    1.6543E+01    1.5755E+01    1.2687E+01   
 6.6743E+01    4.8171E+01    5.4648E+01    1.9804E+01    1.6536E+01    1.2764E+01    7.4552E+01    5.0265E+01    1.4481E+01    4.4071E+00    1.6482E+01    1.5328E+01    1.2658E+01   
 6.7839E+01    4.8166E+01    5.4640E+01    1.9814E+01    1.6602E+01    1.2702E+01    7.4581E+01    5.0088E+01    1.4407E+01    4.4275E+00    1.6420E+01    1.5499E+01    1.2715E+01   
 6.8927E+01    4.8159E+01    5.4663E+01    1.9763E+01    1.6475E+01    1.2567E+01    7.4597E+01    4.9900E+01    1.4316E+01    4.4071E+00    1.6482E+01    1.5401E+01    1.2658E+01   
 7.0014E+01    4.8151E+01    5.4644E+01    1.9769E+01    1.6471E+01    1.2428E+01    7.4639E+01    4.9738E+01    1.4229E+01    4.3868E+00    1.6563E+01    1.5267E+01    1.2744E+01   
 7.1096E+01    4.8160E+01    5.4659E+01    1.9774E+01    1.6399E+01    1.2335E+01    7.4704E+01    4.9651E+01    1.4128E+01    4.3868E+00    1.6686E+01    1.5255E+01    1.2744E+01   
 7.2183E+01    4.8143E+01    5.4668E+01    1.9750E+01    1.6362E+01    1.2286E+01    7.4770E+01    4.9451E+01    1.4026E+01    4.3664E+00    1.6482E+01    1.5377E+01    1.2687E+01   
 7.3303E+01    4.8143E+01    5.4651E+01    1.9771E+01    1.6239E+01    1.2221E+01    7.4870E+01    4.9282E+01    1.3986E+01    4.3664E+00    1.6584E+01    1.5255E+01    1.2744E+01   
 7.4399E+01    4.8141E+01    5.4653E+01    1.9787E+01    1.6274E+01    1.2207E+01    7.4908E+01    4.9120E+01    1.3898E+01    4.3257E+00    1.6543E+01    1.5365E+01    1.2687E+01   
 7.5503E+01    4.8135E+01    5.4663E+01    1.9870E+01    1.6172E+01    1.2257E+01    7.4976E+01    4.9033E+01    1.3798E+01    4.3257E+00    1.6543E+01    1.5730E+01    1.2744E+01   
 7.6586E+01    4.8155E+01    5.4644E+01    1.9851E+01    1.6150E+01    1.2301E+01    7.5023E+01    4.8887E+01    1.3750E+01    4.2645E+00    1.6543E+01    1.5316E+01    1.2687E+01   
 7.7666E+01    4.8143E+01    5.4642E+01    1.9896E+01    1.6092E+01    1.2417E+01    7.5059E+01    4.8777E+01    1.3688E+01    4.2645E+00    1.6604E+01    1.5194E+01    1.2687E+01   
 7.8745E+01    4.8168E+01    5.4638E+01    1.9829E+01    1.6108E+01    1.2562E+01    7.5073E+01    4.8723E+01    1.3607E+01    4.2442E+00    1.6502E+01    1.5572E+01    1.2687E+01   
 7.9825E+01    4.8179E+01    5.4633E+01    1.9816E+01    1.5978E+01    1.2650E+01    7.5129E+01    4.8627E+01    1.3519E+01    4.2442E+00    1.6461E+01    1.5426E+01    1.2715E+01   
 8.0908E+01    4.8182E+01    5.4612E+01    1.9892E+01    1.5913E+01    1.2830E+01    7.5118E+01    4.8618E+01    1.3479E+01    4.2238E+00    1.6400E+01    1.5474E+01    1.2744E+01   
 8.1981E+01    4.8185E+01    5.4557E+01    1.9862E+01    1.5877E+01    1.3011E+01    7.5126E+01    4.8608E+01    1.3412E+01    4.2034E+00    1.6318E+01    1.5353E+01    1.2772E+01   
 8.3056E+01    4.8172E+01    5.4521E+01    1.9890E+01    1.5768E+01    1.3206E+01    7.5111E+01    4.8605E+01    1.3366E+01    4.1831E+00    1.6298E+01    1.5072E+01    1.2772E+01   
 8.4160E+01    4.8160E+01    5.4465E+01    1.9816E+01    1.5919E+01    1.3297E+01    7.5056E+01    4.8587E+01    1.3353E+01    4.2034E+00    1.6298E+01    1.5292E+01    1.2715E+01   
 8.5257E+01    4.8160E+01    5.4426E+01    1.9782E+01    1.5872E+01    1.3507E+01    7.5041E+01    4.8610E+01    1.3353E+01    4.2238E+00    1.6278E+01    1.5535E+01    1.2744E+01   
 8.6339E+01    4.8171E+01    5.4370E+01    1.9735E+01    1.5861E+01    1.3709E+01    7.5027E+01    4.8644E+01    1.3351E+01    4.2034E+00    1.6216E+01    1.5511E+01    1.2744E+01   
 8.7424E+01    4.8178E+01    5.4375E+01    1.9745E+01    1.5914E+01    1.3875E+01    7.5001E+01    4.8659E+01    1.3318E+01    4.2034E+00    1.6318E+01    1.5024E+01    1.2744E+01   
 8.8521E+01    4.8183E+01    5.4345E+01    1.9824E+01    1.5874E+01    1.3987E+01    7.4992E+01    4.8755E+01    1.3345E+01    4.1831E+00    1.6216E+01    1.4999E+01    1.2800E+01   
 8.9611E+01    4.8170E+01    5.4318E+01    1.9872E+01    1.5911E+01    1.4191E+01    7.5003E+01    4.8872E+01    1.3381E+01    4.2034E+00    1.6176E+01    1.5304E+01    1.2744E+01   
 9.0692E+01    4.8171E+01    5.4318E+01    1.9781E+01    1.5934E+01    1.4377E+01    7.4990E+01    4.8956E+01    1.3414E+01    4.2238E+00    1.6278E+01    1.5304E+01    1.2744E+01   
 9.1771E+01    4.8185E+01    5.4314E+01    1.9792E+01    1.5934E+01    1.4474E+01    7.4971E+01    4.9069E+01    1.3429E+01    4.2238E+00    1.6216E+01    1.4999E+01    1.2772E+01   
 9.2851E+01    4.8204E+01    5.4295E+01    1.9795E+01    1.6088E+01    1.4635E+01    7.4954E+01    4.9217E+01    1.3442E+01    4.2034E+00    1.6257E+01    1.4963E+01    1.2715E+01   
 9.3932E+01    4.8200E+01    5.4304E+01    1.9870E+01    1.6062E+01    1.4780E+01    7.4941E+01    4.9347E+01    1.3516E+01    4.2238E+00    1.6339E+01    1.5267E+01    1.2744E+01   
 9.5012E+01    4.8208E+01    5.4283E+01    1.9998E+01    1.5987E+01    1.4927E+01    7.4949E+01    4.9410E+01    1.3509E+01    4.2238E+00    1.6114E+01    1.5353E+01    1.2687E+01   
 9.6091E+01    4.8232E+01    5.4283E+01    1.9991E+01    1.6044E+01    1.5011E+01    7.4938E+01    4.9532E+01    1.3557E+01    4.2238E+00    1.6176E+01    1.5011E+01    1.2687E+01   
 9.7172E+01    4.8218E+01    5.4315E+01    2.0026E+01    1.6032E+01    1.5154E+01    7.4922E+01    4.9668E+01    1.3581E+01    4.2645E+00    1.6135E+01    1.4938E+01    1.2715E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 9.8253E+01    4.8218E+01    5.4299E+01    1.9935E+01    1.6117E+01    1.5295E+01    7.4945E+01    4.9823E+01    1.3607E+01    4.2238E+00    1.6257E+01    1.5426E+01    1.2744E+01   
 9.9341E+01    4.8235E+01    5.4300E+01    1.9880E+01    1.6156E+01    1.5447E+01    7.4969E+01    4.9876E+01    1.3635E+01    4.2645E+00    1.6216E+01    1.5243E+01    1.2744E+01   
 1.0042E+02    4.8219E+01    5.4272E+01    1.9898E+01    1.6159E+01    1.5482E+01    7.4953E+01    5.0025E+01    1.3664E+01    4.2645E+00    1.6155E+01    1.4999E+01    1.2829E+01   
 1.0150E+02    4.8222E+01    5.4263E+01    1.9953E+01    1.6235E+01    1.5590E+01    7.4949E+01    5.0121E+01    1.3735E+01    4.2645E+00    1.6257E+01    1.5426E+01    1.2772E+01   
 1.0259E+02    4.8212E+01    5.4277E+01    1.9990E+01    1.6314E+01    1.5711E+01    7.4920E+01    5.0178E+01    1.3753E+01    4.3053E+00    1.6135E+01    1.4975E+01    1.2687E+01   
 1.0368E+02    4.8193E+01    5.4254E+01    2.0026E+01    1.6183E+01    1.5752E+01    7.4921E+01    5.0284E+01    1.3788E+01    4.2645E+00    1.6298E+01    1.5535E+01    1.2715E+01   
 1.0476E+02    4.8201E+01    5.4258E+01    1.9966E+01    1.6213E+01    1.5856E+01    7.4923E+01    5.0406E+01    1.3813E+01    4.2849E+00    1.6094E+01    1.5036E+01    1.2715E+01   
 1.0586E+02    4.8199E+01    5.4253E+01    1.9904E+01    1.6281E+01    1.5964E+01    7.4919E+01    5.0496E+01    1.3816E+01    4.3053E+00    1.6318E+01    1.5011E+01    1.2744E+01   
 1.0697E+02    4.8204E+01    5.4257E+01    1.9858E+01    1.6291E+01    1.6050E+01    7.4929E+01    5.0582E+01    1.3863E+01    4.3257E+00    1.6196E+01    1.5048E+01    1.2715E+01   
 1.0832E+02    4.8208E+01    5.4281E+01    1.9821E+01    1.6355E+01    1.6147E+01    7.4958E+01    5.0675E+01    1.3922E+01    4.3053E+00    1.6196E+01    1.5072E+01    1.2687E+01   
 1.0941E+02    4.8204E+01    5.4284E+01    1.9801E+01    1.6386E+01    1.6240E+01    7.4940E+01    5.0724E+01    1.3965E+01    4.3257E+00    1.6257E+01    1.5121E+01    1.2772E+01   
 1.1049E+02    4.8204E+01    5.4294E+01    1.9910E+01    1.6413E+01    1.6285E+01    7.4926E+01    5.0779E+01    1.3987E+01    4.3460E+00    1.6257E+01    1.5487E+01    1.2772E+01   
 1.1157E+02    4.8217E+01    5.4308E+01    1.9857E+01    1.6318E+01    1.6382E+01    7.4930E+01    5.0808E+01    1.4068E+01    4.3460E+00    1.6400E+01    1.5596E+01    1.2744E+01   
 1.1265E+02    4.8210E+01    5.4314E+01    1.9849E+01    1.6335E+01    1.6453E+01    7.4932E+01    5.0836E+01    1.4131E+01    4.3868E+00    1.6359E+01    1.5292E+01    1.2800E+01   
 1.1373E+02    4.8201E+01    5.4289E+01    1.9787E+01    1.6461E+01    1.6483E+01    7.4924E+01    5.0868E+01    1.4172E+01    4.3664E+00    1.6135E+01    1.5072E+01    1.2744E+01   
 1.1481E+02    4.8192E+01    5.4312E+01    1.9804E+01    1.6463E+01    1.6537E+01    7.4878E+01    5.0901E+01    1.4186E+01    4.3664E+00    1.6216E+01    1.5292E+01    1.2715E+01   
 1.1589E+02    4.8210E+01    5.4339E+01    1.9786E+01    1.6493E+01    1.6605E+01    7.4859E+01    5.0941E+01    1.4225E+01    4.3664E+00    1.6216E+01    1.5487E+01    1.2744E+01   
 1.1697E+02    4.8206E+01    5.4340E+01    1.9785E+01    1.6488E+01    1.6648E+01    7.4821E+01    5.0933E+01    1.4241E+01    4.3868E+00    1.6318E+01    1.5560E+01    1.2715E+01   
 1.1805E+02    4.8214E+01    5.4354E+01    1.9819E+01    1.6520E+01    1.6685E+01    7.4787E+01    5.0952E+01    1.4255E+01    4.3868E+00    1.6318E+01    1.5121E+01    1.2744E+01   
 1.1913E+02    4.8201E+01    5.4348E+01    1.9800E+01    1.6455E+01    1.6727E+01    7.4794E+01    5.0952E+01    1.4260E+01    4.4275E+00    1.6339E+01    1.5085E+01    1.2800E+01   
 1.2021E+02    4.8183E+01    5.4340E+01    1.9785E+01    1.6495E+01    1.6784E+01    7.4846E+01    5.0955E+01    1.4280E+01    4.4071E+00    1.6298E+01    1.5133E+01    1.2687E+01   
 1.2129E+02    4.8181E+01    5.4340E+01    1.9790E+01    1.6417E+01    1.6814E+01    7.4902E+01    5.0978E+01    1.4306E+01    4.4275E+00    1.6278E+01    1.5511E+01    1.2687E+01   
 1.2237E+02    4.8178E+01    5.4360E+01    1.9796E+01    1.6538E+01    1.6870E+01    7.4932E+01    5.1011E+01    1.4339E+01    4.4275E+00    1.6257E+01    1.5462E+01    1.2744E+01   
 1.2345E+02    4.8186E+01    5.4354E+01    1.9776E+01    1.6522E+01    1.6919E+01    7.4941E+01    5.0997E+01    1.4364E+01    4.4275E+00    1.6257E+01    1.5182E+01    1.2687E+01   
 1.2453E+02    4.8192E+01    5.4358E+01    1.9811E+01    1.6481E+01    1.6978E+01    7.4917E+01    5.1010E+01    1.4418E+01    4.4479E+00    1.6237E+01    1.5645E+01    1.2715E+01   
 1.2561E+02    4.8178E+01    5.4371E+01    1.9779E+01    1.6573E+01    1.6989E+01    7.4863E+01    5.1030E+01    1.4437E+01    4.4479E+00    1.6359E+01    1.5145E+01    1.2772E+01   
 1.2671E+02    4.8184E+01    5.4397E+01    1.9803E+01    1.6638E+01    1.7040E+01    7.4836E+01    5.1019E+01    1.4458E+01    4.4275E+00    1.6237E+01    1.5219E+01    1.2687E+01   
 1.2781E+02    4.8187E+01    5.4400E+01    1.9844E+01    1.6683E+01    1.7086E+01    7.4808E+01    5.1031E+01    1.4502E+01    4.4683E+00    1.6339E+01    1.5572E+01    1.2658E+01   
 1.2889E+02    4.8170E+01    5.4387E+01    1.9896E+01    1.6621E+01    1.7102E+01    7.4762E+01    5.1030E+01    1.4548E+01    4.4683E+00    1.6339E+01    1.5401E+01    1.2744E+01   
 1.2997E+02    4.8159E+01    5.4381E+01    1.9930E+01    1.6613E+01    1.7121E+01    7.4704E+01    5.1027E+01    1.4580E+01    4.4886E+00    1.6196E+01    1.5158E+01    1.2744E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 1.3105E+02    4.8152E+01    5.4384E+01    1.9902E+01    1.6704E+01    1.7180E+01    7.4703E+01    5.1079E+01    1.4622E+01    4.4683E+00    1.6298E+01    1.5255E+01    1.2715E+01   
 1.3213E+02    4.8152E+01    5.4372E+01    1.9802E+01    1.6700E+01    1.7218E+01    7.4669E+01    5.1094E+01    1.4655E+01    4.4886E+00    1.6257E+01    1.5608E+01    1.2715E+01   
 1.3321E+02    4.8144E+01    5.4372E+01    1.9783E+01    1.6713E+01    1.7234E+01    7.4689E+01    5.1110E+01    1.4685E+01    4.5090E+00    1.6278E+01    1.5657E+01    1.2772E+01   
 1.3429E+02    4.8147E+01    5.4385E+01    1.9798E+01    1.6692E+01    1.7273E+01    7.4754E+01    5.1120E+01    1.4741E+01    4.4886E+00    1.6380E+01    1.5316E+01    1.2772E+01   
 1.3537E+02    4.8136E+01    5.4390E+01    1.9891E+01    1.6702E+01    1.7304E+01    7.4785E+01    5.1162E+01    1.4765E+01    4.5090E+00    1.6359E+01    1.5462E+01    1.2687E+01   
 1.3646E+02    4.8129E+01    5.4391E+01    1.9841E+01    1.6715E+01    1.7340E+01    7.4869E+01    5.1175E+01    1.4814E+01    4.4886E+00    1.6257E+01    1.5499E+01    1.2715E+01   
