# Run number 04 on Wed May 22 16:02:08 2024
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 7.0208E+01    4.5337E+01    5.1038E+01    1.9597E+01    1.5949E+01    1.6261E+01    7.0631E+01    4.7807E+01    1.3850E+01    4.3205E+00    1.5110E+01    1.4839E+01    1.3939E+01   
 7.1280E+01    4.5340E+01    5.1047E+01    1.9544E+01    1.5927E+01    1.6316E+01    7.0600E+01    4.7823E+01    1.3849E+01    4.3001E+00    1.5028E+01    1.4643E+01    1.3939E+01   
 7.2349E+01    4.5329E+01    5.1035E+01    1.9513E+01    1.5880E+01    1.6338E+01    7.0536E+01    4.7840E+01    1.3872E+01    4.3001E+00    1.5069E+01    1.4508E+01    1.3965E+01   
 7.3437E+01    4.5318E+01    5.1026E+01    1.9447E+01    1.5882E+01    1.6382E+01    7.0573E+01    4.7877E+01    1.3881E+01    4.3205E+00    1.5151E+01    1.4521E+01    1.3965E+01   
 7.4518E+01    4.5305E+01    5.1018E+01    1.9409E+01    1.5853E+01    1.6409E+01    7.0573E+01    4.7887E+01    1.3883E+01    4.3205E+00    1.5028E+01    1.4582E+01    1.3939E+01   
 7.5607E+01    4.5275E+01    5.1017E+01    1.9454E+01    1.5937E+01    1.6457E+01    7.0612E+01    4.7928E+01    1.3907E+01    4.3408E+00    1.5049E+01    1.4778E+01    1.3939E+01   
 7.6686E+01    4.5275E+01    5.1010E+01    1.9435E+01    1.5939E+01    1.6453E+01    7.0590E+01    4.7913E+01    1.3874E+01    4.3001E+00    1.5028E+01    1.4790E+01    1.3913E+01   
 7.7766E+01    4.5296E+01    5.1029E+01    1.9409E+01    1.5912E+01    1.6503E+01    7.0559E+01    4.7928E+01    1.3888E+01    4.3408E+00    1.5028E+01    1.4582E+01    1.3939E+01   
 7.8847E+01    4.5317E+01    5.1056E+01    1.9485E+01    1.5931E+01    1.6572E+01    7.0570E+01    4.7951E+01    1.3922E+01    4.3408E+00    1.5008E+01    1.4557E+01    1.3965E+01   
 7.9927E+01    4.5320E+01    5.1062E+01    1.9511E+01    1.5931E+01    1.6578E+01    7.0536E+01    4.7980E+01    1.3943E+01    4.3205E+00    1.4988E+01    1.4631E+01    1.3913E+01   
 8.1007E+01    4.5317E+01    5.1062E+01    1.9461E+01    1.5932E+01    1.6608E+01    7.0528E+01    4.7996E+01    1.3925E+01    4.3408E+00    1.5110E+01    1.4680E+01    1.3965E+01   
 8.2093E+01    4.5309E+01    5.1056E+01    1.9394E+01    1.5976E+01    1.6629E+01    7.0499E+01    4.8020E+01    1.3963E+01    4.3205E+00    1.5049E+01    1.4557E+01    1.3939E+01   
 8.3190E+01    4.5337E+01    5.1087E+01    1.9407E+01    1.5906E+01    1.6638E+01    7.0474E+01    4.7997E+01    1.3976E+01    4.3205E+00    1.5008E+01    1.4962E+01    1.3913E+01   
 8.4286E+01    4.5354E+01    5.1091E+01    1.9450E+01    1.5931E+01    1.6674E+01    7.0501E+01    4.8026E+01    1.4016E+01    4.3205E+00    1.5049E+01    1.4533E+01    1.3939E+01   
 8.5381E+01    4.5321E+01    5.1078E+01    1.9443E+01    1.5928E+01    1.6692E+01    7.0506E+01    4.8033E+01    1.4038E+01    4.3612E+00    1.5028E+01    1.5011E+01    1.3887E+01   
 8.6463E+01    4.5318E+01    5.1069E+01    1.9421E+01    1.5935E+01    1.6714E+01    7.0516E+01    4.8053E+01    1.4039E+01    4.3612E+00    1.5049E+01    1.4876E+01    1.3965E+01   
 8.7552E+01    4.5292E+01    5.1060E+01    1.9434E+01    1.5888E+01    1.6749E+01    7.0554E+01    4.8070E+01    1.4075E+01    4.3612E+00    1.5090E+01    1.4852E+01    1.3913E+01   
 8.8632E+01    4.5306E+01    5.1066E+01    1.9442E+01    1.5948E+01    1.6763E+01    7.0575E+01    4.8069E+01    1.4093E+01    4.3612E+00    1.5069E+01    1.4680E+01    1.3913E+01   
 8.9712E+01    4.5303E+01    5.1070E+01    1.9429E+01    1.5964E+01    1.6792E+01    7.0559E+01    4.8091E+01    1.4090E+01    4.3612E+00    1.5049E+01    1.4680E+01    1.3939E+01   
 9.0792E+01    4.5312E+01    5.1078E+01    1.9497E+01    1.5979E+01    1.6797E+01    7.0537E+01    4.8097E+01    1.4100E+01    4.3816E+00    1.5049E+01    1.4815E+01    1.3939E+01   
 9.1873E+01    4.5298E+01    5.1083E+01    1.9498E+01    1.5961E+01    1.6806E+01    7.0553E+01    4.8076E+01    1.4131E+01    4.3612E+00    1.5028E+01    1.4839E+01    1.3887E+01   
 9.2953E+01    4.5326E+01    5.1089E+01    1.9496E+01    1.5987E+01    1.6828E+01    7.0569E+01    4.8121E+01    1.4144E+01    4.3816E+00    1.5028E+01    1.4717E+01    1.3965E+01   
 9.4032E+01    4.5319E+01    5.1085E+01    1.9490E+01    1.5991E+01    1.6852E+01    7.0561E+01    4.8123E+01    1.4170E+01    4.4019E+00    1.5049E+01    1.4729E+01    1.3965E+01   
 9.5112E+01    4.5327E+01    5.1110E+01    1.9463E+01    1.6014E+01    1.6850E+01    7.0563E+01    4.8146E+01    1.4206E+01    4.3612E+00    1.5028E+01    1.4950E+01    1.3991E+01   
 9.6193E+01    4.5323E+01    5.1098E+01    1.9455E+01    1.6011E+01    1.6858E+01    7.0598E+01    4.8175E+01    1.4224E+01    4.3612E+00    1.5090E+01    1.5023E+01    1.3965E+01   
 9.7274E+01    4.5332E+01    5.1098E+01    1.9496E+01    1.5968E+01    1.6873E+01    7.0616E+01    4.8185E+01    1.4246E+01    4.3816E+00    1.5171E+01    1.4754E+01    1.3913E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 9.8359E+01    4.5338E+01    5.1103E+01    1.9508E+01    1.6004E+01    1.6902E+01    7.0587E+01    4.8191E+01    1.4276E+01    4.4019E+00    1.5110E+01    1.5036E+01    1.3913E+01   
 9.9447E+01    4.5358E+01    5.1128E+01    1.9526E+01    1.6015E+01    1.6894E+01    7.0567E+01    4.8217E+01    1.4307E+01    4.4019E+00    1.5151E+01    1.5085E+01    1.3913E+01   
 1.0054E+02    4.5369E+01    5.1141E+01    1.9549E+01    1.6036E+01    1.6902E+01    7.0530E+01    4.8233E+01    1.4307E+01    4.3816E+00    1.5110E+01    1.4889E+01    1.3939E+01   
 1.0162E+02    4.5355E+01    5.1154E+01    1.9525E+01    1.6036E+01    1.6910E+01    7.0535E+01    4.8223E+01    1.4300E+01    4.4019E+00    1.5130E+01    1.4619E+01    1.3887E+01   
 1.0272E+02    4.5376E+01    5.1177E+01    1.9504E+01    1.5996E+01    1.6910E+01    7.0551E+01    4.8247E+01    1.4323E+01    4.4223E+00    1.5191E+01    1.5085E+01    1.3913E+01   
 1.0382E+02    4.5390E+01    5.1194E+01    1.9478E+01    1.6071E+01    1.6922E+01    7.0603E+01    4.8273E+01    1.4348E+01    4.4019E+00    1.5171E+01    1.5048E+01    1.3939E+01   
 1.0494E+02    4.5378E+01    5.1176E+01    1.9473E+01    1.5966E+01    1.6920E+01    7.0675E+01    4.8310E+01    1.4367E+01    4.4223E+00    1.5049E+01    1.5085E+01    1.3939E+01   
 1.0603E+02    4.5374E+01    5.1166E+01    1.9502E+01    1.6018E+01    1.6926E+01    7.0675E+01    4.8303E+01    1.4383E+01    4.4019E+00    1.5171E+01    1.5011E+01    1.3965E+01   
 1.0714E+02    4.5356E+01    5.1154E+01    1.9482E+01    1.5939E+01    1.6899E+01    7.0644E+01    4.8315E+01    1.4365E+01    4.4019E+00    1.5110E+01    1.4668E+01    1.3965E+01   
 1.0825E+02    4.5366E+01    5.1167E+01    1.9472E+01    1.6016E+01    1.6868E+01    7.0660E+01    4.8302E+01    1.4368E+01    4.4019E+00    1.5212E+01    1.4729E+01    1.3965E+01   
 1.0935E+02    4.5366E+01    5.1168E+01    1.9507E+01    1.6008E+01    1.6822E+01    7.0719E+01    4.8331E+01    1.4366E+01    4.4019E+00    1.5069E+01    1.4790E+01    1.3965E+01   
 1.1044E+02    4.5391E+01    5.1193E+01    1.9569E+01    1.6030E+01    1.6765E+01    7.0731E+01    4.8325E+01    1.4375E+01    4.4019E+00    1.5069E+01    1.4631E+01    1.3991E+01   
 1.1152E+02    4.5396E+01    5.1195E+01    1.9548E+01    1.6064E+01    1.6676E+01    7.0762E+01    4.8318E+01    1.4414E+01    4.3816E+00    1.5171E+01    1.5073E+01    1.3835E+01   
 1.1260E+02    4.5368E+01    5.1192E+01    1.9502E+01    1.6038E+01    1.6642E+01    7.0761E+01    4.8351E+01    1.4414E+01    4.3816E+00    1.5049E+01    1.4901E+01    1.3991E+01   
 1.1367E+02    4.5387E+01    5.1193E+01    1.9464E+01    1.6073E+01    1.6530E+01    7.0820E+01    4.8358E+01    1.4455E+01    4.4019E+00    1.5049E+01    1.4692E+01    1.3913E+01   
 1.1476E+02    4.5375E+01    5.1174E+01    1.9465E+01    1.5971E+01    1.6366E+01    7.0841E+01    4.8363E+01    1.4470E+01    4.3816E+00    1.5069E+01    1.4680E+01    1.3913E+01   
 1.1584E+02    4.5377E+01    5.1172E+01    1.9469E+01    1.6077E+01    1.6245E+01    7.0884E+01    4.8360E+01    1.4488E+01    4.3816E+00    1.5069E+01    1.4852E+01    1.3991E+01   
 1.1692E+02    4.5382E+01    5.1170E+01    1.9495E+01    1.6051E+01    1.5882E+01    7.0939E+01    4.8388E+01    1.4495E+01    4.4019E+00    1.5110E+01    1.4815E+01    1.3965E+01   
 1.1800E+02    4.5380E+01    5.1173E+01    1.9530E+01    1.6083E+01    1.5266E+01    7.0945E+01    4.8422E+01    1.4537E+01    4.3816E+00    1.5191E+01    1.4643E+01    1.3887E+01   
 1.1908E+02    4.5378E+01    5.1167E+01    1.9503E+01    1.6075E+01    1.4712E+01    7.0952E+01    4.8399E+01    1.4546E+01    4.3816E+00    1.5191E+01    1.4631E+01    1.3913E+01   
 1.2016E+02    4.5389E+01    5.1183E+01    1.9482E+01    1.6093E+01    1.4489E+01    7.0898E+01    4.8406E+01    1.4528E+01    4.3816E+00    1.5212E+01    1.4692E+01    1.3939E+01   
 1.2124E+02    4.5391E+01    5.1200E+01    1.9503E+01    1.6104E+01    1.4094E+01    7.0819E+01    4.8378E+01    1.4504E+01    4.4019E+00    1.5212E+01    1.4680E+01    1.3939E+01   
 1.2232E+02    4.5400E+01    5.1210E+01    1.9481E+01    1.6123E+01    1.3798E+01    7.0775E+01    4.8362E+01    1.4465E+01    4.4019E+00    1.5171E+01    1.5023E+01    1.3991E+01   
 1.2340E+02    4.5392E+01    5.1244E+01    1.9449E+01    1.6042E+01    1.3509E+01    7.0710E+01    4.8323E+01    1.4393E+01    4.3816E+00    1.5130E+01    1.4680E+01    1.3939E+01   
 1.2449E+02    4.5403E+01    5.1249E+01    1.9482E+01    1.5964E+01    1.3386E+01    7.0702E+01    4.8215E+01    1.4329E+01    4.3816E+00    1.5151E+01    1.4754E+01    1.4043E+01   
 1.2557E+02    4.5404E+01    5.1255E+01    1.9516E+01    1.5981E+01    1.3157E+01    7.0709E+01    4.8109E+01    1.4274E+01    4.4019E+00    1.5232E+01    1.4925E+01    1.4017E+01   
 1.2665E+02    4.5414E+01    5.1304E+01    1.9476E+01    1.5954E+01    1.2946E+01    7.0701E+01    4.8044E+01    1.4202E+01    4.3612E+00    1.5191E+01    1.4668E+01    1.3913E+01   
 1.2773E+02    4.5426E+01    5.1338E+01    1.9489E+01    1.6030E+01    1.2860E+01    7.0733E+01    4.7949E+01    1.4132E+01    4.3816E+00    1.5232E+01    1.4656E+01    1.3991E+01   
 1.2881E+02    4.5449E+01    5.1352E+01    1.9514E+01    1.5975E+01    1.2686E+01    7.0712E+01    4.7845E+01    1.4093E+01    4.3408E+00    1.5212E+01    1.4643E+01    1.3939E+01   
 1.2989E+02    4.5459E+01    5.1371E+01    1.9492E+01    1.6027E+01    1.2515E+01    7.0686E+01    4.7743E+01    1.4042E+01    4.3612E+00    1.5355E+01    1.4876E+01    1.3939E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 1.3099E+02    4.5445E+01    5.1370E+01    1.9479E+01    1.5870E+01    1.2380E+01    7.0647E+01    4.7672E+01    1.3938E+01    4.3408E+00    1.5232E+01    1.4643E+01    1.3991E+01   
 1.3207E+02    4.5437E+01    5.1362E+01    1.9455E+01    1.5858E+01    1.2302E+01    7.0629E+01    4.7514E+01    1.3834E+01    4.3408E+00    1.5212E+01    1.4643E+01    1.3965E+01   
 1.3315E+02    4.5418E+01    5.1369E+01    1.9489E+01    1.5883E+01    1.2165E+01    7.0625E+01    4.7360E+01    1.3763E+01    4.3408E+00    1.5212E+01    1.4656E+01    1.3913E+01   
 1.3423E+02    4.5429E+01    5.1381E+01    1.9486E+01    1.5842E+01    1.2092E+01    7.0673E+01    4.7276E+01    1.3693E+01    4.3001E+00    1.5253E+01    1.4766E+01    1.3913E+01   
 1.3531E+02    4.5454E+01    5.1406E+01    1.9505E+01    1.5793E+01    1.2014E+01    7.0663E+01    4.7104E+01    1.3670E+01    4.3205E+00    1.5355E+01    1.5158E+01    1.3991E+01   
 1.3639E+02    4.5456E+01    5.1417E+01    1.9554E+01    1.5737E+01    1.1939E+01    7.0674E+01    4.6999E+01    1.3611E+01    4.3001E+00    1.5334E+01    1.5073E+01    1.3991E+01   
