# Run number 06 on Tue May 21 09:43:11 2024
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 1.6781E+01    3.5027E+01    4.4486E+01    1.9894E+01    1.5113E+01    1.5301E+01    5.9279E+01    4.0831E+01    1.2739E+01    4.1423E+00    1.2668E+01    1.3342E+01    7.2811E+00   
 1.7879E+01    3.5051E+01    4.4485E+01    1.9903E+01    1.5059E+01    1.5327E+01    5.9273E+01    4.0852E+01    1.2762E+01    4.1423E+00    1.2647E+01    1.3098E+01    7.2209E+00   
 1.8975E+01    3.5061E+01    4.4523E+01    1.9791E+01    1.5106E+01    1.5359E+01    5.9283E+01    4.0888E+01    1.2760E+01    4.1627E+00    1.2668E+01    1.3147E+01    7.2209E+00   
 2.0070E+01    3.5103E+01    4.4514E+01    1.9837E+01    1.5089E+01    1.5388E+01    5.9307E+01    4.0905E+01    1.2744E+01    4.1423E+00    1.2668E+01    1.3415E+01    7.2811E+00   
 2.1166E+01    3.5126E+01    4.4537E+01    1.9928E+01    1.5113E+01    1.5434E+01    5.9323E+01    4.0960E+01    1.2776E+01    4.1219E+00    1.2708E+01    1.3269E+01    7.2511E+00   
 2.2271E+01    3.5132E+01    4.4535E+01    2.0119E+01    1.5113E+01    1.5473E+01    5.9366E+01    4.1010E+01    1.2800E+01    4.1627E+00    1.2708E+01    1.3086E+01    7.2811E+00   
 2.3367E+01    3.5154E+01    4.4571E+01    2.0204E+01    1.5058E+01    1.5502E+01    5.9381E+01    4.1045E+01    1.2851E+01    4.1423E+00    1.2729E+01    1.3135E+01    7.2511E+00   
 2.4463E+01    3.5177E+01    4.4571E+01    2.0157E+01    1.5131E+01    1.5546E+01    5.9439E+01    4.1101E+01    1.2871E+01    4.1627E+00    1.2688E+01    1.3476E+01    7.2209E+00   
 2.5559E+01    3.5200E+01    4.4584E+01    2.0016E+01    1.5115E+01    1.5562E+01    5.9475E+01    4.1122E+01    1.2870E+01    4.1627E+00    1.2810E+01    1.3159E+01    7.2511E+00   
 2.6703E+01    3.5203E+01    4.4588E+01    1.9873E+01    1.5112E+01    1.5596E+01    5.9532E+01    4.1128E+01    1.2913E+01    4.1627E+00    1.2770E+01    1.3196E+01    7.2811E+00   
 2.7792E+01    3.5210E+01    4.4615E+01    1.9880E+01    1.5183E+01    1.5619E+01    5.9597E+01    4.1167E+01    1.2926E+01    4.1831E+00    1.2810E+01    1.3306E+01    7.2209E+00   
 2.8871E+01    3.5203E+01    4.4621E+01    1.9854E+01    1.5200E+01    1.5630E+01    5.9653E+01    4.1195E+01    1.2938E+01    4.1627E+00    1.2708E+01    1.3476E+01    7.2209E+00   
 2.9951E+01    3.5203E+01    4.4635E+01    1.9893E+01    1.5149E+01    1.5661E+01    5.9681E+01    4.1254E+01    1.2950E+01    4.2034E+00    1.2749E+01    1.3135E+01    7.2209E+00   
 3.1045E+01    3.5228E+01    4.4660E+01    1.9819E+01    1.5227E+01    1.5667E+01    5.9688E+01    4.1276E+01    1.2975E+01    4.1831E+00    1.2770E+01    1.3488E+01    7.2209E+00   
 3.2129E+01    3.5252E+01    4.4678E+01    1.9917E+01    1.5243E+01    1.5677E+01    5.9691E+01    4.1299E+01    1.2993E+01    4.1831E+00    1.2770E+01    1.3123E+01    7.2511E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 3.3232E+01    3.5265E+01    4.4724E+01    1.9896E+01    1.5248E+01    1.5669E+01    5.9683E+01    4.1322E+01    1.3005E+01    4.1423E+00    1.2790E+01    1.3464E+01    7.2209E+00   
 3.4314E+01    3.5323E+01    4.4729E+01    1.9807E+01    1.5252E+01    1.5650E+01    5.9667E+01    4.1330E+01    1.3016E+01    4.1627E+00    1.2770E+01    1.3354E+01    7.2511E+00   
 3.5401E+01    3.5315E+01    4.4740E+01    1.9802E+01    1.5246E+01    1.5648E+01    5.9694E+01    4.1356E+01    1.3061E+01    4.1627E+00    1.2790E+01    1.3391E+01    7.2209E+00   
 3.6491E+01    3.5316E+01    4.4747E+01    1.9892E+01    1.5241E+01    1.5661E+01    5.9706E+01    4.1386E+01    1.3099E+01    4.1627E+00    1.2810E+01    1.3281E+01    7.2209E+00   
 3.7579E+01    3.5322E+01    4.4750E+01    2.0033E+01    1.5277E+01    1.5663E+01    5.9721E+01    4.1415E+01    1.3115E+01    4.1627E+00    1.2851E+01    1.3281E+01    7.2209E+00   
 3.8658E+01    3.5338E+01    4.4750E+01    1.9844E+01    1.5193E+01    1.5628E+01    5.9723E+01    4.1416E+01    1.3123E+01    4.1831E+00    1.2749E+01    1.3427E+01    7.2811E+00   
 3.9738E+01    3.5349E+01    4.4753E+01    1.9851E+01    1.5217E+01    1.5608E+01    5.9720E+01    4.1465E+01    1.3160E+01    4.1831E+00    1.2749E+01    1.3196E+01    7.2511E+00   
 4.0836E+01    3.5383E+01    4.4767E+01    1.9821E+01    1.5232E+01    1.5549E+01    5.9723E+01    4.1492E+01    1.3148E+01    4.1831E+00    1.2810E+01    1.3147E+01    7.2209E+00   
 4.1924E+01    3.5432E+01    4.4758E+01    1.9809E+01    1.5227E+01    1.5534E+01    5.9745E+01    4.1506E+01    1.3170E+01    4.1831E+00    1.2810E+01    1.3159E+01    7.1906E+00   
 4.3011E+01    3.5463E+01    4.4772E+01    1.9773E+01    1.5272E+01    1.5485E+01    5.9745E+01    4.1522E+01    1.3190E+01    4.2034E+00    1.2831E+01    1.3452E+01    7.2511E+00   
 4.4107E+01    3.5461E+01    4.4793E+01    1.9838E+01    1.5230E+01    1.5457E+01    5.9745E+01    4.1546E+01    1.3199E+01    4.1831E+00    1.2770E+01    1.3464E+01    7.2209E+00   
 4.5196E+01    3.5469E+01    4.4823E+01    1.9963E+01    1.5262E+01    1.5357E+01    5.9795E+01    4.1558E+01    1.3204E+01    4.1831E+00    1.2831E+01    1.3549E+01    7.2209E+00   
 4.6284E+01    3.5494E+01    4.4820E+01    1.9886E+01    1.5267E+01    1.5257E+01    5.9806E+01    4.1598E+01    1.3251E+01    4.2238E+00    1.2831E+01    1.3391E+01    7.1906E+00   
 4.7371E+01    3.5516E+01    4.4849E+01    1.9906E+01    1.5303E+01    1.5139E+01    5.9821E+01    4.1622E+01    1.3262E+01    4.1831E+00    1.2892E+01    1.3549E+01    7.2209E+00   
 4.8452E+01    3.5546E+01    4.4888E+01    1.9819E+01    1.5277E+01    1.5082E+01    5.9863E+01    4.1624E+01    1.3267E+01    4.2034E+00    1.2831E+01    1.3476E+01    7.2511E+00   
 4.9533E+01    3.5582E+01    4.4931E+01    1.9815E+01    1.5285E+01    1.4990E+01    5.9862E+01    4.1605E+01    1.3265E+01    4.2034E+00    1.2810E+01    1.3330E+01    7.2209E+00   
 5.0613E+01    3.5620E+01    4.4945E+01    1.9855E+01    1.5326E+01    1.4876E+01    5.9865E+01    4.1604E+01    1.3247E+01    4.2238E+00    1.2851E+01    1.3574E+01    7.1906E+00   
 5.1700E+01    3.5617E+01    4.4953E+01    1.9835E+01    1.5343E+01    1.4828E+01    5.9877E+01    4.1632E+01    1.3275E+01    4.2034E+00    1.2953E+01    1.3586E+01    7.2209E+00   
 5.2788E+01    3.5610E+01    4.4985E+01    1.9828E+01    1.5404E+01    1.4726E+01    5.9874E+01    4.1622E+01    1.3280E+01    4.2442E+00    1.2831E+01    1.3574E+01    7.2209E+00   
 5.3877E+01    3.5608E+01    4.4998E+01    1.9930E+01    1.5350E+01    1.4599E+01    5.9854E+01    4.1626E+01    1.3266E+01    4.2238E+00    1.2912E+01    1.3440E+01    7.2511E+00   
 5.4965E+01    3.5613E+01    4.5016E+01    2.0086E+01    1.5300E+01    1.4464E+01    5.9844E+01    4.1615E+01    1.3231E+01    4.2238E+00    1.2851E+01    1.3415E+01    7.2811E+00   
 5.6051E+01    3.5614E+01    4.5040E+01    2.0345E+01    1.5276E+01    1.4426E+01    5.9865E+01    4.1662E+01    1.3251E+01    4.2238E+00    1.2831E+01    1.3549E+01    7.2511E+00   
 5.7147E+01    3.5625E+01    4.5074E+01    2.0184E+01    1.5290E+01    1.4318E+01    5.9915E+01    4.1677E+01    1.3275E+01    4.2238E+00    1.2892E+01    1.3281E+01    7.2511E+00   
 5.8244E+01    3.5674E+01    4.5094E+01    2.0075E+01    1.5316E+01    1.4130E+01    5.9955E+01    4.1710E+01    1.3282E+01    4.2442E+00    1.2912E+01    1.3220E+01    7.2511E+00   
 5.9332E+01    3.5697E+01    4.5112E+01    2.0071E+01    1.5303E+01    1.3965E+01    6.0013E+01    4.1709E+01    1.3314E+01    4.2442E+00    1.2912E+01    1.3488E+01    7.2511E+00   
 6.0427E+01    3.5710E+01    4.5143E+01    1.9880E+01    1.5306E+01    1.3875E+01    6.0060E+01    4.1697E+01    1.3304E+01    4.2034E+00    1.2933E+01    1.3537E+01    7.2209E+00   
 6.1523E+01    3.5733E+01    4.5165E+01    1.9747E+01    1.5331E+01    1.3686E+01    6.0090E+01    4.1685E+01    1.3319E+01    4.2442E+00    1.3014E+01    1.3574E+01    7.2811E+00   
 6.2693E+01    3.5774E+01    4.5198E+01    1.9766E+01    1.5359E+01    1.3418E+01    6.0112E+01    4.1636E+01    1.3320E+01    4.2442E+00    1.3035E+01    1.3257E+01    7.1906E+00   
 6.3789E+01    3.5783E+01    4.5211E+01    1.9884E+01    1.5397E+01    1.3189E+01    6.0129E+01    4.1614E+01    1.3309E+01    4.2442E+00    1.3014E+01    1.3354E+01    7.2511E+00   
 6.4885E+01    3.5780E+01    4.5223E+01    1.9668E+01    1.5345E+01    1.3066E+01    6.0146E+01    4.1582E+01    1.3296E+01    4.2442E+00    1.3055E+01    1.3245E+01    7.2811E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 6.5974E+01    3.5787E+01    4.5215E+01    1.9882E+01    1.5312E+01    1.2892E+01    6.0169E+01    4.1537E+01    1.3279E+01    4.2442E+00    1.2953E+01    1.3269E+01    7.2209E+00   
 6.7054E+01    3.5817E+01    4.5248E+01    2.0198E+01    1.5333E+01    1.2731E+01    6.0158E+01    4.1485E+01    1.3228E+01    4.2034E+00    1.2953E+01    1.3415E+01    7.2511E+00   
 6.8135E+01    3.5823E+01    4.5267E+01    2.0023E+01    1.5203E+01    1.2568E+01    6.0148E+01    4.1458E+01    1.3171E+01    4.2034E+00    1.3035E+01    1.3574E+01    7.2511E+00   
 6.9215E+01    3.5807E+01    4.5296E+01    2.0007E+01    1.5227E+01    1.2481E+01    6.0165E+01    4.1413E+01    1.3134E+01    4.2238E+00    1.2974E+01    1.3318E+01    7.2511E+00   
 7.0302E+01    3.5820E+01    4.5316E+01    2.0171E+01    1.5232E+01    1.2369E+01    6.0162E+01    4.1363E+01    1.3106E+01    4.2034E+00    1.3035E+01    1.3647E+01    7.2209E+00   
 7.1397E+01    3.5831E+01    4.5323E+01    2.0097E+01    1.5218E+01    1.2359E+01    6.0152E+01    4.1333E+01    1.3080E+01    4.2238E+00    1.3076E+01    1.3330E+01    7.2209E+00   
 7.2488E+01    3.5843E+01    4.5345E+01    2.0153E+01    1.5181E+01    1.2351E+01    6.0162E+01    4.1301E+01    1.3061E+01    4.1831E+00    1.3035E+01    1.3513E+01    7.2811E+00   
 7.3576E+01    3.5851E+01    4.5380E+01    2.0339E+01    1.5172E+01    1.2372E+01    6.0205E+01    4.1246E+01    1.3047E+01    4.2034E+00    1.3116E+01    1.3561E+01    7.2811E+00   
 7.4655E+01    3.5880E+01    4.5423E+01    2.0278E+01    1.5212E+01    1.2450E+01    6.0210E+01    4.1236E+01    1.3021E+01    4.1831E+00    1.3035E+01    1.3415E+01    7.2811E+00   
 7.5735E+01    3.5893E+01    4.5412E+01    2.0450E+01    1.5160E+01    1.2527E+01    6.0241E+01    4.1237E+01    1.3038E+01    4.2034E+00    1.2994E+01    1.3293E+01    7.3110E+00   
 7.6816E+01    3.5894E+01    4.5429E+01    2.0651E+01    1.5152E+01    1.2568E+01    6.0272E+01    4.1219E+01    1.3023E+01    4.2034E+00    1.3035E+01    1.3293E+01    7.2811E+00   
 7.7896E+01    3.5908E+01    4.5444E+01    2.0216E+01    1.5213E+01    1.2656E+01    6.0314E+01    4.1191E+01    1.3022E+01    4.1831E+00    1.3157E+01    1.3281E+01    7.2209E+00   
 7.8976E+01    3.5891E+01    4.5447E+01    2.0005E+01    1.5138E+01    1.2746E+01    6.0320E+01    4.1155E+01    1.3009E+01    4.1831E+00    1.2994E+01    1.3293E+01    7.2209E+00   
 8.0064E+01    3.5914E+01    4.5447E+01    2.0060E+01    1.5044E+01    1.2792E+01    6.0328E+01    4.1127E+01    1.2979E+01    4.1831E+00    1.3035E+01    1.3306E+01    7.2511E+00   
 8.1153E+01    3.5923E+01    4.5467E+01    1.9906E+01    1.5154E+01    1.2873E+01    6.0364E+01    4.1098E+01    1.2988E+01    4.2034E+00    1.3157E+01    1.3366E+01    7.2209E+00   
 8.2241E+01    3.5955E+01    4.5480E+01    1.9881E+01    1.5102E+01    1.2975E+01    6.0388E+01    4.1101E+01    1.2957E+01    4.1831E+00    1.3035E+01    1.3659E+01    7.2811E+00   
 8.3328E+01    3.5986E+01    4.5506E+01    2.0013E+01    1.5148E+01    1.3072E+01    6.0450E+01    4.1105E+01    1.2954E+01    4.1831E+00    1.3076E+01    1.3659E+01    7.3110E+00   
 8.4416E+01    3.6018E+01    4.5529E+01    2.0158E+01    1.5105E+01    1.3145E+01    6.0473E+01    4.1115E+01    1.2951E+01    4.1423E+00    1.3035E+01    1.3561E+01    7.2511E+00   
 8.5497E+01    3.6036E+01    4.5552E+01    1.9941E+01    1.5133E+01    1.3266E+01    6.0502E+01    4.1139E+01    1.2959E+01    4.1423E+00    1.3035E+01    1.3464E+01    7.2511E+00   
 8.6578E+01    3.6047E+01    4.5555E+01    1.9797E+01    1.5127E+01    1.3367E+01    6.0509E+01    4.1113E+01    1.2965E+01    4.1627E+00    1.3137E+01    1.3306E+01    7.2209E+00   
 8.7661E+01    3.6056E+01    4.5572E+01    1.9738E+01    1.5147E+01    1.3474E+01    6.0542E+01    4.1130E+01    1.2933E+01    4.1423E+00    1.3116E+01    1.3342E+01    7.2209E+00   
 8.8737E+01    3.6055E+01    4.5581E+01    1.9761E+01    1.5074E+01    1.3514E+01    6.0576E+01    4.1088E+01    1.2910E+01    4.1627E+00    1.3178E+01    1.3354E+01    7.1906E+00   
 8.9832E+01    3.6068E+01    4.5583E+01    1.9904E+01    1.5067E+01    1.3660E+01    6.0600E+01    4.1109E+01    1.2934E+01    4.1627E+00    1.3157E+01    1.3293E+01    7.2511E+00   
 9.0929E+01    3.6116E+01    4.5589E+01    1.9736E+01    1.5035E+01    1.3750E+01    6.0621E+01    4.1143E+01    1.2910E+01    4.1627E+00    1.3157E+01    1.3671E+01    7.2511E+00   
 9.2024E+01    3.6168E+01    4.5579E+01    1.9795E+01    1.5043E+01    1.3859E+01    6.0648E+01    4.1144E+01    1.2919E+01    4.1627E+00    1.3137E+01    1.3318E+01    7.2811E+00   
 9.3120E+01    3.6178E+01    4.5586E+01    1.9768E+01    1.5112E+01    1.3918E+01    6.0718E+01    4.1143E+01    1.2934E+01    4.1423E+00    1.3116E+01    1.3293E+01    7.1906E+00   
 9.4216E+01    3.6194E+01    4.5596E+01    1.9739E+01    1.5101E+01    1.4038E+01    6.0752E+01    4.1194E+01    1.2971E+01    4.1219E+00    1.3096E+01    1.3488E+01    7.2511E+00   
 9.5313E+01    3.6197E+01    4.5602E+01    1.9889E+01    1.5086E+01    1.4131E+01    6.0758E+01    4.1214E+01    1.2938E+01    4.1423E+00    1.3055E+01    1.3549E+01    7.2511E+00   
 9.6392E+01    3.6235E+01    4.5611E+01    2.0214E+01    1.5087E+01    1.4176E+01    6.0794E+01    4.1248E+01    1.2932E+01    4.1423E+00    1.3096E+01    1.3610E+01    7.2511E+00   
 9.7480E+01    3.6228E+01    4.5593E+01    2.0288E+01    1.5089E+01    1.4260E+01    6.0813E+01    4.1284E+01    1.2915E+01    4.1423E+00    1.3035E+01    1.3257E+01    7.2209E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 9.8625E+01    3.6225E+01    4.5616E+01    2.0801E+01    1.5049E+01    1.4360E+01    6.0835E+01    4.1333E+01    1.2900E+01    4.1423E+00    1.3076E+01    1.3415E+01    7.2811E+00   
 9.9706E+01    3.6244E+01    4.5609E+01    2.1021E+01    1.5077E+01    1.4437E+01    6.0876E+01    4.1361E+01    1.2904E+01    4.1423E+00    1.3055E+01    1.3269E+01    7.2811E+00   
 1.0079E+02    3.6252E+01    4.5621E+01    2.0820E+01    1.5104E+01    1.4460E+01    6.0902E+01    4.1388E+01    1.2912E+01    4.1627E+00    1.3035E+01    1.3269E+01    7.2511E+00   
 1.0187E+02    3.6259E+01    4.5651E+01    2.0826E+01    1.5120E+01    1.4528E+01    6.0944E+01    4.1424E+01    1.2890E+01    4.1423E+00    1.3096E+01    1.3659E+01    7.2811E+00   
 1.0296E+02    3.6286E+01    4.5655E+01    2.0750E+01    1.5141E+01    1.4602E+01    6.0946E+01    4.1455E+01    1.2871E+01    4.1423E+00    1.3157E+01    1.3476E+01    7.1906E+00   
 1.0405E+02    3.6316E+01    4.5646E+01    2.0447E+01    1.5139E+01    1.4658E+01    6.0975E+01    4.1484E+01    1.2908E+01    4.1423E+00    1.3137E+01    1.3415E+01    7.2511E+00   
 1.0513E+02    3.6322E+01    4.5667E+01    2.0284E+01    1.5141E+01    1.4673E+01    6.0970E+01    4.1540E+01    1.2902E+01    4.1219E+00    1.3076E+01    1.3281E+01    7.2511E+00   
 1.0621E+02    3.6345E+01    4.5678E+01    2.0424E+01    1.5109E+01    1.4765E+01    6.1008E+01    4.1583E+01    1.2927E+01    4.1627E+00    1.3096E+01    1.3281E+01    7.2209E+00   
 1.0730E+02    3.6350E+01    4.5681E+01    2.0066E+01    1.5120E+01    1.4829E+01    6.0996E+01    4.1641E+01    1.2895E+01    4.1423E+00    1.3157E+01    1.3281E+01    7.2511E+00   
 1.0839E+02    3.6375E+01    4.5692E+01    1.9994E+01    1.5175E+01    1.4901E+01    6.1025E+01    4.1668E+01    1.2922E+01    4.1423E+00    1.3076E+01    1.3306E+01    7.2511E+00   
 1.0948E+02    3.6364E+01    4.5697E+01    2.0162E+01    1.5192E+01    1.4949E+01    6.1015E+01    4.1725E+01    1.2954E+01    4.1423E+00    1.3055E+01    1.3659E+01    7.2511E+00   
 1.1057E+02    3.6388E+01    4.5726E+01    1.9959E+01    1.5216E+01    1.4998E+01    6.0992E+01    4.1758E+01    1.2929E+01    4.1831E+00    1.3157E+01    1.3513E+01    7.2511E+00   
 1.1166E+02    3.6392E+01    4.5728E+01    2.0290E+01    1.5241E+01    1.5043E+01    6.0981E+01    4.1827E+01    1.2929E+01    4.1423E+00    1.3096E+01    1.3464E+01    7.2209E+00   
 1.1275E+02    3.6416E+01    4.5743E+01    2.0599E+01    1.5239E+01    1.5097E+01    6.0970E+01    4.1857E+01    1.2956E+01    4.1831E+00    1.3096E+01    1.3342E+01    7.2209E+00   
 1.1384E+02    3.6408E+01    4.5766E+01    2.0993E+01    1.5185E+01    1.5146E+01    6.0936E+01    4.1895E+01    1.2934E+01    4.1627E+00    1.3198E+01    1.3306E+01    7.2209E+00   
 1.1492E+02    3.6416E+01    4.5782E+01    2.0797E+01    1.5207E+01    1.5183E+01    6.0926E+01    4.1937E+01    1.2944E+01    4.1627E+00    1.3096E+01    1.3391E+01    7.2811E+00   
 1.1601E+02    3.6432E+01    4.5791E+01    2.0793E+01    1.5254E+01    1.5260E+01    6.0913E+01    4.1989E+01    1.2948E+01    4.1831E+00    1.3157E+01    1.3440E+01    7.2209E+00   
 1.1710E+02    3.6449E+01    4.5793E+01    2.0768E+01    1.5261E+01    1.5287E+01    6.0901E+01    4.2011E+01    1.2952E+01    4.1831E+00    1.3178E+01    1.3647E+01    7.2209E+00   
 1.1819E+02    3.6445E+01    4.5810E+01    2.0403E+01    1.5251E+01    1.5356E+01    6.0913E+01    4.2051E+01    1.2976E+01    4.1627E+00    1.3116E+01    1.3659E+01    7.2209E+00   
 1.1928E+02    3.6450E+01    4.5822E+01    2.0323E+01    1.5316E+01    1.5391E+01    6.0923E+01    4.2099E+01    1.2961E+01    4.2034E+00    1.3218E+01    1.3464E+01    7.2811E+00   
 1.2037E+02    3.6448E+01    4.5835E+01    2.0433E+01    1.5296E+01    1.5432E+01    6.0922E+01    4.2118E+01    1.3005E+01    4.2034E+00    1.3157E+01    1.3391E+01    7.2811E+00   
 1.2145E+02    3.6465E+01    4.5840E+01    2.0220E+01    1.5321E+01    1.5447E+01    6.0936E+01    4.2179E+01    1.3021E+01    4.1831E+00    1.3116E+01    1.3720E+01    7.2511E+00   
 1.2255E+02    3.6491E+01    4.5857E+01    2.0392E+01    1.5272E+01    1.5484E+01    6.0939E+01    4.2198E+01    1.3044E+01    4.1423E+00    1.3137E+01    1.3330E+01    7.2511E+00   
 1.2364E+02    3.6515E+01    4.5876E+01    2.0248E+01    1.5321E+01    1.5514E+01    6.0962E+01    4.2246E+01    1.3088E+01    4.1831E+00    1.3116E+01    1.3647E+01    7.2511E+00   
 1.2474E+02    3.6525E+01    4.5865E+01    2.0036E+01    1.5371E+01    1.5531E+01    6.0958E+01    4.2263E+01    1.3087E+01    4.1831E+00    1.3198E+01    1.3683E+01    7.2811E+00   
 1.2583E+02    3.6552E+01    4.5877E+01    2.0046E+01    1.5376E+01    1.5559E+01    6.0996E+01    4.2315E+01    1.3147E+01    4.2034E+00    1.3178E+01    1.3525E+01    7.2209E+00   
 1.2693E+02    3.6572E+01    4.5880E+01    1.9924E+01    1.5366E+01    1.5575E+01    6.1011E+01    4.2367E+01    1.3176E+01    4.1627E+00    1.3198E+01    1.3415E+01    7.2811E+00   
 1.2804E+02    3.6567E+01    4.5871E+01    1.9734E+01    1.5312E+01    1.5588E+01    6.1005E+01    4.2379E+01    1.3192E+01    4.2034E+00    1.3178E+01    1.3342E+01    7.2511E+00   
 1.2914E+02    3.6573E+01    4.5897E+01    1.9762E+01    1.5315E+01    1.5607E+01    6.1043E+01    4.2391E+01    1.3215E+01    4.1831E+00    1.3137E+01    1.3330E+01    7.2511E+00   
 1.3026E+02    3.6572E+01    4.5895E+01    1.9599E+01    1.5257E+01    1.5598E+01    6.1062E+01    4.2417E+01    1.3221E+01    4.1831E+00    1.3178E+01    1.3415E+01    7.2811E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Pow (W/100)      Qc (l/min)    
 1.3134E+02    3.6577E+01    4.5896E+01    1.9594E+01    1.5298E+01    1.5613E+01    6.1057E+01    4.2421E+01    1.3267E+01    4.2034E+00    1.3157E+01    1.3366E+01    7.1906E+00   
 1.3243E+02    3.6588E+01    4.5895E+01    1.9736E+01    1.5331E+01    1.5626E+01    6.1099E+01    4.2467E+01    1.3290E+01    4.1831E+00    1.3259E+01    1.3744E+01    7.2209E+00   
 1.3351E+02    3.6610E+01    4.5939E+01    1.9822E+01    1.5426E+01    1.5629E+01    6.1118E+01    4.2464E+01    1.3282E+01    4.2238E+00    1.3157E+01    1.3574E+01    7.1906E+00   
 1.3460E+02    3.6624E+01    4.5983E+01    1.9920E+01    1.5371E+01    1.5648E+01    6.1174E+01    4.2476E+01    1.3311E+01    4.2034E+00    1.3218E+01    1.3561E+01    7.2209E+00   
 1.3569E+02    3.6645E+01    4.6003E+01    1.9862E+01    1.5494E+01    1.5666E+01    6.1204E+01    4.2511E+01    1.3296E+01    4.1831E+00    1.3259E+01    1.3440E+01    7.2209E+00   
 1.3678E+02    3.6643E+01    4.6008E+01    1.9851E+01    1.5394E+01    1.5699E+01    6.1213E+01    4.2537E+01    1.3346E+01    4.2034E+00    1.3198E+01    1.3366E+01    7.2209E+00   
